Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA
IRL,11/05/2012,19:45,UC Dublin,Shelbourne,0.0,2.0,A,3.12,3.22,2.2
IRL,12/05/2012,13:45,Sligo Rovers,Shamrock Rovers,3.0,0.0,H,2.3,3.16,2.98
IRL,15/05/2012,20:00,Monaghan,Derry City,1.0,4.0,A,4.97,3.57,1.66
IRL,18/05/2012,19:05,Shamrock Rovers,Drogheda,3.0,1.0,H,1.46,4.15,6.63
IRL,18/05/2012,19:45,Bohemians,Derry City,1.0,2.0,A,3.08,3.03,2.33
IRL,18/05/2012,19:45,Bray,St. Patricks,3.0,3.0,D,5.41,3.68,1.6
IRL,18/05/2012,19:45,Cork City,UC Dublin,4.0,2.0,H,1.59,3.77,5.31
IRL,18/05/2012,19:45,Dundalk,Monaghan,1.0,2.0,A,2.41,3.1,2.86
IRL,18/05/2012,19:45,Sligo Rovers,Shelbourne,3.0,0.0,H,1.48,3.9,6.78
IRL,21/05/2012,19:45,Derry City,Bray,3.0,2.0,H,1.58,3.63,5.69
IRL,21/05/2012,19:45,Drogheda,Cork City,1.0,1.0,D,2.53,3.17,2.68
IRL,21/05/2012,19:45,St. Patricks,Dundalk,1.0,2.0,A,1.24,5.34,11.44
IRL,21/05/2012,19:45,UC Dublin,Sligo Rovers,1.0,0.0,H,8.38,4.64,1.34
IRL,21/05/2012,20:00,Monaghan,Shamrock Rovers,0.0,0.0,D,8.77,4.67,1.33
IRL,21/05/2012,20:00,Shelbourne,Bohemians,1.0,2.0,A,2.12,3.12,3.45
IRL,01/06/2012,19:05,Dundalk,Drogheda,1.0,2.0,A,3.16,3.2,2.2
IRL,01/06/2012,19:45,Bohemians,Sligo Rovers,0.0,0.0,D,4.32,3.23,1.84
IRL,01/06/2012,19:45,Bray,UC Dublin,3.0,1.0,H,2.18,3.26,3.16
IRL,01/06/2012,19:45,Derry City,Shelbourne,0.0,1.0,A,1.77,3.42,4.45
IRL,01/06/2012,20:00,Monaghan,St. Patricks,0.0,4.0,A,6.81,3.9,1.47
IRL,01/06/2012,20:00,Shamrock Rovers,Cork City,1.0,1.0,D,1.49,3.88,6.53
IRL,21/06/2012,20:00,Shelbourne,Shamrock Rovers,2.0,3.0,A,4.21,3.39,1.82
IRL,22/06/2012,19:45,Cork City,Derry City,2.0,2.0,D,2.68,3.06,2.59
IRL,22/06/2012,19:45,Drogheda,Bray,3.0,1.0,H,2.29,3.21,3.0
IRL,22/06/2012,19:45,St. Patricks,Bohemians,2.0,1.0,H,1.65,3.41,5.42
IRL,22/06/2012,19:45,UC Dublin,Dundalk,1.0,1.0,D,2.08,3.36,3.25
IRL,29/06/2012,19:45,Bohemians,Shamrock Rovers,4.0,0.0,H,4.5,3.41,1.76
IRL,29/06/2012,19:45,Bray,Cork City,0.0,3.0,A,2.75,3.24,2.43
IRL,29/06/2012,19:45,Derry City,Drogheda,0.0,3.0,A,1.93,3.32,3.72
IRL,29/06/2012,19:45,Dundalk,Sligo Rovers,1.0,2.0,A,7.81,4.15,1.4
IRL,29/06/2012,19:45,St. Patricks,Shelbourne,1.0,0.0,H,1.67,3.55,4.97
IRL,06/07/2012,19:45,UC Dublin,Derry City,0.0,1.0,A,3.77,3.45,1.89
IRL,06/07/2012,20:00,Shelbourne,Dundalk,4.0,0.0,H,1.7,3.45,4.79
IRL,07/07/2012,15:45,Sligo Rovers,Bray,1.0,1.0,D,1.25,5.46,10.45
IRL,08/07/2012,15:00,Shamrock Rovers,St. Patricks,1.0,1.0,D,2.28,3.15,3.08
IRL,08/07/2012,18:00,Cork City,Bohemians,1.0,1.0,D,2.01,3.15,3.7
