Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA
AUT,07/12/2013,18:00,Grodig,Ried,3.0,0.0,H,2.71,3.36,2.46
AUT,07/12/2013,18:00,Wacker Innsbruck,Sturm Graz,0.0,1.0,A,2.55,3.25,2.68
AUT,08/12/2013,15:30,Wolfsberger AC,SK Rapid,2.0,1.0,H,3.39,3.39,2.07
AUT,11/12/2013,17:30,Wolfsberger AC,Sturm Graz,2.0,1.0,H,2.35,3.24,2.97
AUT,14/12/2013,15:30,Admira,Wacker Innsbruck,3.0,0.0,H,1.82,3.6,4.12
AUT,14/12/2013,18:00,Ried,Wolfsberger AC,1.0,3.0,A,2.05,3.39,3.52
AUT,14/12/2013,18:00,Sturm Graz,Grodig,2.0,2.0,D,2.31,3.27,3.0
AUT,15/12/2013,15:30,Salzburg,Austria Vienna,4.0,0.0,H,1.37,4.92,7.55
AUT,15/12/2013,18:00,SK Rapid,Neustadt,0.0,0.0,D,1.29,5.32,9.77
AUT,17/12/2013,19:30,Grodig,Admira,2.0,1.0,H,1.95,3.61,3.56
AUT,18/12/2013,19:30,Austria Vienna,Ried,1.0,1.0,D,1.56,4.11,5.39
AUT,18/12/2013,19:30,Neustadt,Wolfsberger AC,1.0,1.0,D,3.86,3.44,1.91
AUT,18/12/2013,19:30,Sturm Graz,SK Rapid,2.0,0.0,H,3.15,3.24,2.25
AUT,18/12/2013,19:30,Wacker Innsbruck,Salzburg,0.0,1.0,A,11.56,6.5,1.21
AUT,02/02/2014,13:00,Neustadt,Salzburg,1.0,5.0,A,13.11,6.62,1.19
AUT,08/02/2014,15:30,Salzburg,Grodig,6.0,0.0,H,1.19,6.9,12.78
AUT,08/02/2014,18:00,Wolfsberger AC,Wacker Innsbruck,3.0,2.0,H,1.82,3.51,4.25
AUT,08/02/2014,18:00,Admira,Sturm Graz,1.0,1.0,D,2.32,3.27,3.0
AUT,08/02/2014,18:00,Ried,Neustadt,2.0,1.0,H,1.56,4.01,5.58
AUT,09/02/2014,15:30,SK Rapid,Austria Vienna,3.0,1.0,H,2.47,3.27,2.76
AUT,15/02/2014,15:30,Sturm Graz,Salzburg,1.0,4.0,A,6.73,4.46,1.44
AUT,15/02/2014,18:00,Austria Vienna,Neustadt,1.0,1.0,D,1.38,4.66,7.67
AUT,15/02/2014,18:00,Grodig,Wolfsberger AC,3.0,0.0,H,2.04,3.48,3.42
AUT,15/02/2014,18:00,Wacker Innsbruck,Ried,1.0,1.0,D,2.43,3.24,2.85
AUT,16/02/2014,16:00,Admira,SK Rapid,2.0,1.0,H,3.23,3.27,2.19
AUT,22/02/2014,15:30,Ried,Sturm Graz,2.0,2.0,D,2.35,3.21,2.99
AUT,22/02/2014,18:00,Wolfsberger AC,Austria Vienna,0.0,0.0,D,3.06,3.29,2.27
AUT,22/02/2014,18:00,Neustadt,Wacker Innsbruck,1.0,0.0,H,2.29,3.26,3.04
AUT,22/02/2014,18:00,SK Rapid,Grodig,0.0,0.0,D,1.76,3.65,4.37
AUT,23/02/2014,15:30,Salzburg,Admira,6.0,1.0,H,1.15,7.56,15.18
AUT,01/03/2014,15:30,Austria Vienna,Wacker Innsbruck,2.0,1.0,H,1.44,4.37,6.85
AUT,01/03/2014,18:00,Admira,Ried,2.0,2.0,D,2.1,3.38,3.34
AUT,01/03/2014,18:00,Grodig,Neustadt,1.0,2.0,A,1.57,3.9,5.57
AUT,01/03/2014,18:00,Sturm Graz,Wolfsberger AC,1.0,4.0,A,1.94,3.39,3.84
AUT,02/03/2014,15:30,Salzburg,SK Rapid,6.0,3.0,H,1.26,5.74,10.25
AUT,08/03/2014,15:30,Wolfsberger AC,Admira,2.0,3.0,A,2.06,3.36,3.42
AUT,08/03/2014,18:00,Austria Vienna,Grodig,2.0,0.0,H,1.73,3.72,4.45
AUT,08/03/2014,18:00,Neustadt,Sturm Graz,2.0,1.0,H,2.83,3.17,2.48
AUT,08/03/2014,18:00,Ried,Salzburg,1.0,3.0,A,8.44,5.16,1.32
AUT,09/03/2014,15:30,Wacker Innsbruck,SK Rapid,1.0,1.0,D,3.68,3.37,1.99
AUT,15/03/2014,15:30,Grodig,Wacker Innsbruck,1.0,1.0,D,1.72,3.7,4.57
AUT,15/03/2014,18:00,Admira,Neustadt,3.0,0.0,H,1.82,3.57,4.12
AUT,15/03/2014,18:00,SK Rapid,Ried,1.0,0.0,H,1.58,3.91,5.51
AUT,15/03/2014,18:00,Sturm Graz,Austria Vienna,1.0,1.0,D,2.91,3.23,2.38
AUT,16/03/2014,15:30,Salzburg,Wolfsberger AC,5.0,0.0,H,1.17,7.32,13.6
AUT,22/03/2014,15:30,Admira,Austria Vienna,0.0,1.0,A,2.67,3.28,2.55
AUT,22/03/2014,18:00,SK Rapid,Wolfsberger AC,3.0,0.0,H,1.59,3.83,5.53
AUT,22/03/2014,18:00,Ried,Grodig,1.0,4.0,A,2.53,3.34,2.66
AUT,22/03/2014,18:00,Sturm Graz,Wacker Innsbruck,3.0,1.0,H,1.83,3.43,4.27
AUT,23/03/2014,15:30,Salzburg,Neustadt,5.0,0.0,H,1.09,9.98,20.09
AUT,25/03/2014,19:30,Wacker Innsbruck,Admira,0.0,0.0,D,2.68,3.29,2.54
AUT,26/03/2014,19:30,Wolfsberger AC,Ried,0.0,2.0,A,1.94,3.5,3.67
AUT,26/03/2014,19:30,Austria Vienna,Salzburg,3.0,0.0,H,5.33,4.07,1.58
AUT,26/03/2014,19:30,Grodig,Sturm Graz,0.0,6.0,A,2.03,3.37,3.55
AUT,26/03/2014,19:30,Neustadt,SK Rapid,0.0,3.0,A,4.32,3.49,1.8
AUT,29/03/2014,15:30,SK Rapid,Sturm Graz,2.0,0.0,H,1.84,3.56,4.07
AUT,29/03/2014,18:00,Wolfsberger AC,Neustadt,4.0,0.0,H,1.83,3.52,4.16
AUT,29/03/2014,18:00,Admira,Grodig,4.0,0.0,H,2.16,3.38,3.2
AUT,29/03/2014,18:00,Salzburg,Wacker Innsbruck,0.0,0.0,D,1.08,10.28,21.57
AUT,30/03/2014,15:30,Ried,Austria Vienna,2.0,2.0,D,3.54,3.36,2.04
AUT,05/04/2014,15:30,Grodig,Salzburg,1.0,3.0,A,8.42,5.28,1.32
AUT,05/04/2014,18:00,Neustadt,Ried,1.0,1.0,D,2.64,3.3,2.58
AUT,05/04/2014,18:00,Sturm Graz,Admira,1.0,1.0,D,2.04,3.36,3.55
AUT,05/04/2014,18:00,Wacker Innsbruck,Wolfsberger AC,0.0,1.0,A,2.43,3.28,2.82
AUT,06/04/2014,14:00,Austria Vienna,SK Rapid,0.0,1.0,A,2.47,3.17,2.86
AUT,12/04/2014,15:30,Salzburg,Sturm Graz,1.0,2.0,A,1.21,6.21,11.98
AUT,12/04/2014,18:00,Wolfsberger AC,Grodig,1.0,2.0,A,2.06,3.45,3.38
AUT,12/04/2014,18:00,SK Rapid,Admira,0.0,0.0,D,1.6,3.88,5.34
AUT,12/04/2014,18:00,Ried,Wacker Innsbruck,1.0,2.0,A,1.8,3.63,4.16
AUT,13/04/2014,15:30,Neustadt,Austria Vienna,0.0,2.0,A,4.32,3.64,1.77
AUT,19/04/2014,15:30,Austria Vienna,Wolfsberger AC,3.0,1.0,H,1.45,4.35,6.71
AUT,19/04/2014,18:00,Admira,Salzburg,2.0,3.0,A,6.82,4.91,1.39
AUT,19/04/2014,18:00,Sturm Graz,Ried,2.0,1.0,H,1.56,4.06,5.49
AUT,19/04/2014,18:00,Wacker Innsbruck,Neustadt,3.0,1.0,H,1.91,3.45,3.9
AUT,20/04/2014,15:30,Grodig,SK Rapid,2.0,2.0,D,3.17,3.35,2.17
AUT,26/04/2014,15:30,Ried,Admira,3.0,0.0,H,2.37,3.47,2.77
AUT,26/04/2014,18:00,Neustadt,Grodig,1.0,3.0,A,2.8,3.33,2.42
AUT,26/04/2014,18:00,SK Rapid,Salzburg,2.0,1.0,H,3.94,3.67,1.83
AUT,26/04/2014,18:00,Wacker Innsbruck,Austria Vienna,1.0,1.0,D,3.79,3.51,1.92
AUT,27/04/2014,15:30,Wolfsberger AC,Sturm Graz,0.0,1.0,A,2.81,3.34,2.4
AUT,04/05/2014,15:30,Admira,Wolfsberger AC,1.0,0.0,H,1.76,3.72,4.24
AUT,04/05/2014,15:30,Grodig,Austria Vienna,2.0,1.0,H,2.96,3.39,2.27
AUT,04/05/2014,15:30,SK Rapid,Wacker Innsbruck,2.0,0.0,H,1.42,4.69,6.37
AUT,04/05/2014,15:30,Salzburg,Ried,4.0,0.0,H,1.16,7.5,13.08
AUT,04/05/2014,15:30,Sturm Graz,Neustadt,1.0,2.0,A,1.51,4.22,5.83
AUT,11/05/2014,15:30,Wolfsberger AC,Salzburg,2.0,0.0,H,9.58,6.2,1.24
AUT,11/05/2014,15:30,Austria Vienna,Sturm Graz,1.0,2.0,A,1.6,4.02,5.1
AUT,11/05/2014,15:30,Ried,SK Rapid,2.0,5.0,A,3.66,3.55,1.93
AUT,11/05/2014,15:30,Wacker Innsbruck,Grodig,3.0,3.0,D,4.21,3.87,1.73
AUT,12/05/2014,17:30,Neustadt,Admira,5.0,2.0,H,3.03,3.38,2.22
AUT,19/07/2014,15:30,Salzburg,SK Rapid,6.0,1.0,H,1.3,5.27,9.05
AUT,19/07/2014,18:00,Admira,Wolfsberger AC,1.0,4.0,A,2.01,3.41,3.54
AUT,19/07/2014,18:00,Altach,Sturm Graz,1.0,0.0,H,2.47,3.23,2.78
AUT,19/07/2014,18:00,Ried,Neustadt,3.0,1.0,H,1.67,3.74,4.91
AUT,20/07/2014,15:30,Austria Vienna,Grodig,1.0,1.0,D,1.66,3.74,4.87
AUT,26/07/2014,15:30,Wolfsberger AC,Austria Vienna,4.0,0.0,H,2.98,3.26,2.32
AUT,26/07/2014,18:00,Neustadt,Salzburg,0.0,5.0,A,14.25,8.13,1.14
AUT,26/07/2014,18:00,SK Rapid,Ried,1.0,0.0,H,1.6,3.93,5.17
AUT,27/07/2014,15:30,Grodig,Sturm Graz,2.0,1.0,H,2.19,3.31,3.15
AUT,02/08/2014,15:30,Admira,SK Rapid,1.0,1.0,D,3.49,3.41,2.02
AUT,02/08/2014,18:00,Austria Vienna,Altach,0.0,0.0,D,1.64,3.81,4.96
AUT,02/08/2014,18:00,Ried,Salzburg,0.0,2.0,A,9.22,6.15,1.25
AUT,02/08/2014,18:00,Sturm Graz,Neustadt,4.0,2.0,H,1.43,4.38,7.03
AUT,03/08/2014,15:30,Grodig,Wolfsberger AC,0.0,2.0,A,2.56,3.34,2.61
AUT,09/08/2014,15:30,Neustadt,Austria Vienna,2.0,2.0,D,4.58,3.65,1.71
AUT,09/08/2014,18:00,Altach,Wolfsberger AC,1.0,2.0,A,2.66,3.25,2.58
AUT,09/08/2014,18:00,SK Rapid,Sturm Graz,1.0,1.0,D,1.87,3.53,3.93
AUT,09/08/2014,18:00,Ried,Admira,1.0,1.0,D,2.06,3.43,3.37
AUT,10/08/2014,15:30,Salzburg,Grodig,8.0,0.0,H,1.09,10.06,18.72
AUT,13/08/2014,18:30,Altach,Admira,0.0,2.0,A,2.04,3.39,3.46
AUT,16/08/2014,15:30,SK Rapid,Altach,0.0,1.0,A,1.62,3.84,5.2
AUT,16/08/2014,18:00,Wolfsberger AC,Ried,4.0,1.0,H,1.82,3.57,4.1
AUT,16/08/2014,18:00,Admira,Salzburg,0.0,3.0,A,10.43,6.06,1.24
AUT,16/08/2014,18:00,Grodig,Neustadt,3.0,0.0,H,1.6,4.05,5.0
AUT,17/08/2014,15:30,Sturm Graz,Austria Vienna,1.0,1.0,D,2.44,3.2,2.85
AUT,23/08/2014,15:30,Sturm Graz,Wolfsberger AC,1.0,2.0,A,2.33,3.27,2.94
AUT,23/08/2014,18:00,Neustadt,Admira,5.0,4.0,H,3.21,3.42,2.12
AUT,23/08/2014,18:00,Ried,Grodig,2.0,2.0,D,2.24,3.42,2.99
AUT,23/08/2014,18:00,Salzburg,Altach,5.0,0.0,H,1.12,8.63,16.04
AUT,24/08/2014,15:30,Austria Vienna,SK Rapid,2.0,2.0,D,2.24,3.18,3.19
AUT,30/08/2014,15:30,Salzburg,Sturm Graz,2.0,3.0,A,1.14,7.96,14.62
AUT,30/08/2014,18:00,Wolfsberger AC,Neustadt,0.0,1.0,A,1.35,4.98,7.85
AUT,30/08/2014,18:00,Admira,Austria Vienna,2.0,1.0,H,3.53,3.5,1.97
AUT,30/08/2014,18:00,Altach,Ried,2.0,2.0,D,2.03,3.38,3.49
AUT,31/08/2014,15:30,SK Rapid,Grodig,2.0,0.0,H,1.77,3.72,4.17
AUT,13/09/2014,17:30,Austria Vienna,Ried,3.0,1.0,H,1.57,3.95,5.54
AUT,13/09/2014,17:30,Sturm Graz,Admira,0.0,2.0,A,1.69,3.76,4.7
AUT,14/09/2014,15:30,Wolfsberger AC,Salzburg,1.0,0.0,H,7.42,5.0,1.36
AUT,17/09/2014,17:30,Grodig,Altach,3.0,3.0,D,2.07,3.47,3.3
AUT,17/09/2014,17:30,Neustadt,SK Rapid,1.0,5.0,A,4.56,3.76,1.7
AUT,20/09/2014,15:00,SK Rapid,Wolfsberger AC,3.0,0.0,H,1.96,3.47,3.62
AUT,20/09/2014,17:30,Admira,Grodig,0.0,0.0,D,2.17,3.42,3.11
AUT,20/09/2014,17:30,Altach,Neustadt,2.0,0.0,H,1.58,4.0,5.34
AUT,20/09/2014,17:30,Ried,Sturm Graz,0.0,1.0,A,2.56,3.27,2.65
AUT,21/09/2014,15:30,Salzburg,Austria Vienna,2.0,3.0,A,1.3,5.54,8.44
AUT,27/09/2014,15:00,Sturm Graz,Altach,2.0,2.0,D,1.78,3.63,4.27
AUT,27/09/2014,17:30,Wolfsberger AC,Admira,2.0,1.0,H,1.81,3.63,4.14
AUT,27/09/2014,17:30,Grodig,Austria Vienna,0.0,0.0,D,3.11,3.44,2.17
AUT,27/09/2014,17:30,Neustadt,Ried,0.0,1.0,A,2.99,3.35,2.28
AUT,28/09/2014,15:30,SK Rapid,Salzburg,1.0,2.0,A,3.39,3.62,2.01
AUT,04/10/2014,15:00,Austria Vienna,Wolfsberger AC,0.0,2.0,A,1.76,3.61,4.47
AUT,04/10/2014,17:30,Admira,Altach,0.0,2.0,A,2.12,3.36,3.32
AUT,04/10/2014,17:30,Sturm Graz,Grodig,1.0,0.0,H,1.8,3.66,4.11
AUT,05/10/2014,15:30,Ried,SK Rapid,1.0,2.0,A,3.44,3.44,2.04
AUT,05/10/2014,18:00,Salzburg,Neustadt,4.0,1.0,H,1.06,11.8,22.71
AUT,18/10/2014,15:00,Salzburg,Ried,4.0,2.0,H,1.11,8.81,17.02
AUT,18/10/2014,17:30,Wolfsberger AC,Grodig,1.0,2.0,A,1.81,3.62,4.11
AUT,18/10/2014,17:30,Altach,Austria Vienna,1.0,1.0,D,2.96,3.31,2.31
AUT,18/10/2014,17:30,SK Rapid,Admira,0.0,0.0,D,1.47,4.24,6.5
AUT,19/10/2014,15:30,Neustadt,Sturm Graz,0.0,0.0,D,3.53,3.48,2.0
AUT,25/10/2014,15:00,Sturm Graz,SK Rapid,1.0,3.0,A,2.88,3.2,2.42
AUT,25/10/2014,17:30,Wolfsberger AC,Altach,0.0,0.0,D,1.89,3.51,3.88
AUT,25/10/2014,17:30,Admira,Ried,0.0,0.0,D,2.29,3.33,2.99
AUT,25/10/2014,17:30,Austria Vienna,Neustadt,2.0,0.0,H,1.36,4.94,7.41
AUT,26/10/2014,15:30,Grodig,Salzburg,2.0,2.0,D,7.69,5.33,1.33
AUT,01/11/2014,15:00,Austria Vienna,Sturm Graz,0.0,3.0,A,1.89,3.42,4.05
AUT,01/11/2014,17:30,Ried,Wolfsberger AC,1.0,0.0,H,2.38,3.32,2.87
AUT,01/11/2014,17:30,Salzburg,Admira,2.0,0.0,H,1.13,8.42,15.67
AUT,02/11/2014,15:30,Altach,SK Rapid,2.0,0.0,H,3.02,3.32,2.28
AUT,05/11/2014,17:30,Neustadt,Grodig,2.0,4.0,A,3.07,3.45,2.2
AUT,08/11/2014,15:00,Wolfsberger AC,Sturm Graz,0.0,2.0,A,2.71,3.23,2.55
AUT,08/11/2014,17:30,Admira,Neustadt,1.0,1.0,D,1.66,3.77,4.89
AUT,08/11/2014,17:30,Grodig,Ried,0.0,1.0,A,2.04,3.51,3.37
AUT,09/11/2014,13:30,SK Rapid,Austria Vienna,2.0,3.0,A,2.13,3.34,3.31
AUT,09/11/2014,16:00,Altach,Salzburg,4.0,1.0,H,6.79,4.75,1.41
AUT,22/11/2014,15:00,Grodig,SK Rapid,3.0,1.0,H,3.11,3.42,2.18
AUT,22/11/2014,17:30,Austria Vienna,Admira,4.0,0.0,H,1.52,4.1,5.94
AUT,22/11/2014,17:30,Neustadt,Wolfsberger AC,2.0,0.0,H,3.18,3.45,2.14
AUT,22/11/2014,17:30,Ried,Altach,2.0,1.0,H,2.35,3.35,2.88
AUT,23/11/2014,15:30,Sturm Graz,Salzburg,1.0,2.0,A,5.27,3.94,1.59
AUT,29/11/2014,15:00,Ried,Austria Vienna,1.0,1.0,D,2.98,3.34,2.28
AUT,29/11/2014,17:30,Admira,Sturm Graz,0.0,2.0,A,3.43,3.33,2.08
AUT,29/11/2014,17:30,Altach,Grodig,3.0,1.0,H,2.01,3.52,3.46
AUT,29/11/2014,17:30,SK Rapid,Neustadt,3.0,0.0,H,1.37,4.93,7.2
AUT,30/11/2014,15:30,Salzburg,Wolfsberger AC,2.0,2.0,D,1.18,7.25,12.24
AUT,06/12/2014,15:00,Austria Vienna,Salzburg,2.0,4.0,A,4.53,3.82,1.7
AUT,06/12/2014,17:30,Grodig,Admira,5.0,0.0,H,1.74,3.67,4.41
AUT,06/12/2014,17:30,Neustadt,Altach,2.0,0.0,H,3.14,3.39,2.17
AUT,06/12/2014,17:30,Sturm Graz,Ried,3.0,1.0,H,1.83,3.56,4.1
AUT,07/12/2014,15:30,Wolfsberger AC,SK Rapid,1.0,1.0,D,3.03,3.3,2.29
AUT,13/12/2014,15:00,Altach,Sturm Graz,2.0,0.0,H,2.51,3.29,2.7
AUT,13/12/2014,17:30,Admira,Wolfsberger AC,2.0,1.0,H,2.87,3.24,2.41
AUT,13/12/2014,17:30,Austria Vienna,Grodig,1.0,0.0,H,1.74,3.67,4.45
AUT,13/12/2014,17:30,Ried,Neustadt,6.0,0.0,H,1.6,3.88,5.32
AUT,14/12/2014,15:30,Salzburg,SK Rapid,1.0,2.0,A,1.32,5.32,7.95
AUT,14/02/2015,15:00,SK Rapid,Ried,3.0,0.0,H,1.64,3.77,5.17
AUT,14/02/2015,17:30,Altach,Admira,2.0,0.0,H,1.75,3.62,4.45
AUT,14/02/2015,17:30,Neustadt,Salzburg,0.0,2.0,A,10.49,6.18,1.23
AUT,15/02/2015,14:30,Wolfsberger AC,Austria Vienna,1.0,0.0,H,3.12,3.23,2.27
AUT,21/02/2015,15:00,Austria Vienna,Altach,5.0,2.0,H,1.73,3.61,4.63
AUT,21/02/2015,17:30,Sturm Graz,Neustadt,3.0,3.0,D,1.43,4.33,7.22
AUT,22/02/2015,13:00,Ried,Salzburg,2.0,2.0,D,5.07,4.02,1.61
AUT,22/02/2015,15:30,Admira,SK Rapid,1.0,1.0,D,3.8,3.47,1.92
AUT,28/02/2015,15:00,Altach,Wolfsberger AC,1.0,0.0,H,2.23,3.25,3.18
AUT,28/02/2015,17:30,Neustadt,Austria Vienna,1.0,0.0,H,4.53,3.65,1.74
AUT,28/02/2015,17:30,SK Rapid,Sturm Graz,1.0,0.0,H,1.87,3.41,4.14
AUT,28/02/2015,17:30,Ried,Admira,2.0,2.0,D,1.84,3.54,4.06
AUT,01/03/2015,15:30,Salzburg,Grodig,3.0,1.0,H,1.23,6.26,10.61
AUT,03/03/2015,18:00,Sturm Graz,Austria Vienna,2.0,1.0,H,2.59,3.27,2.65
AUT,04/03/2015,18:00,Wolfsberger AC,Ried,1.0,2.0,A,2.28,3.26,3.09
AUT,04/03/2015,18:00,Admira,Salzburg,1.0,4.0,A,7.09,4.94,1.38
AUT,04/03/2015,18:00,Grodig,Neustadt,1.0,3.0,A,1.72,3.84,4.35
AUT,04/03/2015,18:00,SK Rapid,Altach,1.0,0.0,H,1.55,3.94,5.8
AUT,07/03/2015,15:00,Sturm Graz,Wolfsberger AC,2.0,0.0,H,1.81,3.49,4.38
AUT,07/03/2015,17:30,Neustadt,Admira,0.0,0.0,D,2.57,3.31,2.64
AUT,07/03/2015,17:30,Ried,Grodig,2.0,1.0,H,1.91,3.47,3.89
AUT,07/03/2015,17:30,Salzburg,Altach,0.0,1.0,A,1.21,6.52,11.44
AUT,08/03/2015,15:30,Austria Vienna,SK Rapid,2.0,1.0,H,2.93,3.14,2.45
AUT,11/03/2015,17:30,Grodig,Sturm Graz,0.0,2.0,A,3.12,3.21,2.28
AUT,14/03/2015,15:00,Admira,Austria Vienna,1.0,1.0,D,3.01,3.32,2.29
AUT,14/03/2015,17:30,Wolfsberger AC,Neustadt,2.0,0.0,H,1.75,3.67,4.45
AUT,14/03/2015,17:30,Altach,Ried,2.0,1.0,H,2.3,3.24,3.05
AUT,14/03/2015,17:30,SK Rapid,Grodig,4.0,0.0,H,1.32,5.12,9.01
AUT,15/03/2015,15:30,Salzburg,Sturm Graz,2.0,1.0,H,1.45,4.51,6.49
AUT,18/03/2015,17:30,Grodig,Wolfsberger AC,2.0,0.0,H,2.46,3.27,2.8
AUT,21/03/2015,15:00,Austria Vienna,Ried,0.0,1.0,A,1.82,3.57,4.15
AUT,21/03/2015,17:30,Wolfsberger AC,Salzburg,3.0,2.0,H,6.93,4.51,1.42
AUT,21/03/2015,17:30,Grodig,Altach,0.0,1.0,A,2.47,3.23,2.81
AUT,21/03/2015,17:30,Sturm Graz,Admira,3.0,1.0,H,1.55,3.93,5.9
AUT,22/03/2015,15:30,Neustadt,SK Rapid,0.0,1.0,A,6.74,4.27,1.46
AUT,04/04/2015,15:00,Salzburg,Austria Vienna,3.0,1.0,H,1.4,4.82,6.8
AUT,04/04/2015,17:30,Admira,Grodig,2.0,3.0,A,2.2,3.29,3.21
AUT,04/04/2015,17:30,SK Rapid,Wolfsberger AC,4.0,1.0,H,1.43,4.31,7.19
AUT,05/04/2015,15:30,Ried,Sturm Graz,1.0,2.0,A,2.55,3.26,2.69
AUT,11/04/2015,15:00,Sturm Graz,Altach,5.0,0.0,H,1.52,3.99,6.2
AUT,11/04/2015,17:30,Wolfsberger AC,Admira,2.0,0.0,H,1.98,3.48,3.61
AUT,11/04/2015,17:30,Grodig,Austria Vienna,1.0,1.0,D,2.98,3.33,2.3
AUT,11/04/2015,17:30,Neustadt,Ried,0.0,1.0,A,3.48,3.46,2.02
AUT,12/04/2015,17:00,SK Rapid,Salzburg,3.0,3.0,D,2.45,3.38,2.73
AUT,15/04/2015,17:30,Altach,Neustadt,3.0,1.0,H,1.64,3.83,5.02
AUT,18/04/2015,15:00,Ried,SK Rapid,0.0,1.0,A,3.24,3.45,2.12
AUT,18/04/2015,17:30,Admira,Altach,2.0,2.0,D,2.21,3.44,3.07
AUT,18/04/2015,17:30,Salzburg,Neustadt,6.0,0.0,H,1.08,10.28,23.27
AUT,18/04/2015,17:30,Sturm Graz,Grodig,2.0,1.0,H,1.47,4.3,6.4
AUT,19/04/2015,15:30,Austria Vienna,Wolfsberger AC,1.0,1.0,D,1.68,3.81,4.71
AUT,25/04/2015,15:00,Salzburg,Ried,2.0,1.0,H,1.22,6.54,10.49
AUT,25/04/2015,17:30,Wolfsberger AC,Grodig,2.0,1.0,H,2.07,3.43,3.37
AUT,25/04/2015,17:30,Neustadt,Sturm Graz,4.0,4.0,D,4.46,3.75,1.73
AUT,25/04/2015,17:30,SK Rapid,Admira,1.0,1.0,D,1.35,4.94,8.1
AUT,26/04/2015,15:30,Altach,Austria Vienna,2.0,0.0,H,3.0,3.39,2.25
AUT,02/05/2015,15:00,Wolfsberger AC,Altach,2.0,0.0,H,2.02,3.44,3.53
AUT,02/05/2015,17:30,Admira,Ried,1.0,0.0,H,2.52,3.3,2.69
AUT,02/05/2015,17:30,Austria Vienna,Neustadt,2.0,1.0,H,1.36,4.91,7.65
AUT,02/05/2015,17:30,Grodig,Salzburg,0.0,3.0,A,10.11,5.58,1.27
AUT,03/05/2015,15:30,Sturm Graz,SK Rapid,2.0,2.0,D,2.86,3.33,2.39
AUT,09/05/2015,15:00,Austria Vienna,Sturm Graz,0.0,0.0,D,2.19,3.41,3.11
AUT,09/05/2015,17:30,Neustadt,Grodig,2.0,4.0,A,2.72,3.43,2.43
AUT,09/05/2015,17:30,Ried,Wolfsberger AC,4.0,0.0,H,1.98,3.54,3.54
AUT,09/05/2015,17:30,Salzburg,Admira,4.0,0.0,H,1.11,8.69,19.34
AUT,10/05/2015,15:30,Altach,SK Rapid,1.0,3.0,A,4.63,3.79,1.7
AUT,16/05/2015,15:00,Altach,Salzburg,2.0,2.0,D,8.46,5.41,1.31
AUT,16/05/2015,17:30,Wolfsberger AC,Sturm Graz,1.0,0.0,H,3.02,3.39,2.25
AUT,16/05/2015,17:30,Admira,Neustadt,0.0,0.0,D,1.65,3.91,4.81
AUT,16/05/2015,17:30,Grodig,Ried,3.0,2.0,H,2.68,3.37,2.49
AUT,17/05/2015,15:30,SK Rapid,Austria Vienna,4.0,1.0,H,1.64,3.85,5.02
AUT,19/05/2015,18:00,Ried,Altach,4.0,1.0,H,2.28,3.48,2.89
AUT,20/05/2015,19:30,Austria Vienna,Admira,0.0,1.0,A,1.88,3.6,3.82
AUT,20/05/2015,19:30,Neustadt,Wolfsberger AC,2.0,0.0,H,2.76,3.42,2.4
AUT,20/05/2015,19:30,Sturm Graz,Salzburg,0.0,0.0,D,4.18,3.73,1.78
AUT,24/05/2015,16:45,Admira,Sturm Graz,1.0,2.0,A,2.8,3.25,2.46
AUT,24/05/2015,16:45,Altach,Grodig,2.0,0.0,H,1.71,3.89,4.39
AUT,24/05/2015,16:45,SK Rapid,Neustadt,0.0,0.0,D,1.22,6.43,11.09
AUT,24/05/2015,16:45,Ried,Austria Vienna,0.0,2.0,A,2.17,3.4,3.15
AUT,24/05/2015,16:45,Salzburg,Wolfsberger AC,3.0,0.0,H,1.19,6.79,12.62
AUT,27/05/2015,17:30,Grodig,SK Rapid,0.0,2.0,A,4.72,3.98,1.64
AUT,31/05/2015,15:30,Wolfsberger AC,SK Rapid,0.0,5.0,A,3.61,3.63,1.93
AUT,31/05/2015,15:30,Austria Vienna,Salzburg,1.0,1.0,D,3.42,3.6,2.0
AUT,31/05/2015,15:30,Grodig,Admira,0.0,1.0,A,3.54,3.38,2.02
AUT,31/05/2015,15:30,Neustadt,Altach,0.0,1.0,A,2.13,3.56,3.1
AUT,31/05/2015,15:30,Sturm Graz,Ried,0.0,0.0,D,1.61,3.95,5.01
AUT,25/07/2015,15:00,Mattersburg,Salzburg,2.0,1.0,H,5.72,4.24,1.51
AUT,25/07/2015,17:30,Grodig,Altach,2.0,1.0,H,2.5,3.33,2.69
AUT,25/07/2015,17:30,SK Rapid,Ried,3.0,0.0,H,1.33,4.95,8.77
AUT,25/07/2015,17:30,Sturm Graz,Admira,1.0,1.0,D,1.41,4.33,7.53
AUT,26/07/2015,15:30,Wolfsberger AC,Austria Vienna,0.0,2.0,A,2.99,3.25,2.33
AUT,01/08/2015,15:00,Salzburg,SK Rapid,1.0,2.0,A,2.04,3.42,3.45
AUT,01/08/2015,17:30,Admira,Mattersburg,2.0,1.0,H,2.71,3.23,2.53
AUT,02/08/2015,15:30,Austria Vienna,Altach,3.0,1.0,H,1.42,4.27,7.41
AUT,02/08/2015,15:30,Ried,Wolfsberger AC,0.0,0.0,D,2.03,3.41,3.51
