Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA
POL,22/08/2015,19:30,Cracovia,Jagiellonia,1.0,1.0,D,1.99,3.34,3.7
POL,23/08/2015,14:30,Lech Poznan,Piast Gliwice,0.0,1.0,A,1.49,4.02,6.65
POL,23/08/2015,17:00,Legia,Korona Kielce,1.0,2.0,A,1.27,5.15,11.3
POL,24/08/2015,17:00,Gornik Z.,Zaglebie,2.0,2.0,D,2.59,3.07,2.77
POL,28/08/2015,17:00,Podbeskidzie,Lechia Gdansk,1.0,1.0,D,2.92,3.2,2.4
POL,28/08/2015,19:30,Wisla,Slask Wroclaw,4.0,2.0,H,2.46,3.2,2.82
POL,29/08/2015,14:30,Piast Gliwice,Leczna,3.0,0.0,H,1.93,3.36,3.89
POL,29/08/2015,17:00,Zaglebie,Ruch,3.0,1.0,H,1.72,3.56,4.79
POL,29/08/2015,19:30,Korona Kielce,Pogon Szczecin,1.0,1.0,D,2.73,3.13,2.57
POL,30/08/2015,14:30,Gornik Z.,Cracovia,1.0,1.0,D,2.87,3.16,2.45
POL,30/08/2015,14:30,Termalica B-B.,Lech Poznan,3.0,1.0,H,4.87,3.57,1.7
POL,30/08/2015,17:00,Jagiellonia,Legia,1.0,1.0,D,3.56,3.38,2.02
POL,11/09/2015,17:00,Lechia Gdansk,Korona Kielce,0.0,0.0,D,1.52,3.96,6.3
POL,11/09/2015,19:30,Legia,Zaglebie,2.0,2.0,D,1.67,3.58,5.13
POL,12/09/2015,14:30,Slask Wroclaw,Jagiellonia,3.0,1.0,H,2.0,3.34,3.66
POL,12/09/2015,17:00,Cracovia,Termalica B-B.,2.0,3.0,A,1.78,3.51,4.41
POL,12/09/2015,19:30,Lech Poznan,Podbeskidzie,0.0,1.0,A,1.38,4.43,8.15
POL,13/09/2015,14:30,Pogon Szczecin,Piast Gliwice,3.0,1.0,H,2.05,3.35,3.51
POL,13/09/2015,17:00,Ruch,Gornik Z.,1.0,0.0,H,2.75,3.23,2.5
POL,14/09/2015,17:00,Leczna,Wisla,1.0,0.0,H,3.01,3.2,2.32
POL,18/09/2015,17:00,Gornik Z.,Slask Wroclaw,2.0,0.0,H,2.64,3.28,2.55
POL,18/09/2015,19:30,Zaglebie,Cracovia,4.0,2.0,H,2.04,3.34,3.55
POL,19/09/2015,14:30,Termalica B-B.,Pogon Szczecin,1.0,1.0,D,2.71,3.14,2.59
POL,19/09/2015,17:00,Podbeskidzie,Wisla,0.0,6.0,A,2.98,3.29,2.3
POL,19/09/2015,19:30,Piast Gliwice,Lechia Gdansk,2.0,1.0,H,2.6,3.2,2.64
POL,20/09/2015,14:30,Ruch,Legia,1.0,4.0,A,4.35,3.5,1.79
POL,20/09/2015,17:00,Jagiellonia,Lech Poznan,1.0,0.0,H,2.81,3.21,2.46
POL,21/09/2015,17:00,Korona Kielce,Leczna,0.0,2.0,A,2.14,3.21,3.41
POL,25/09/2015,17:00,Wisla,Korona Kielce,0.0,0.0,D,1.55,3.88,5.87
POL,25/09/2015,19:30,Slask Wroclaw,Piast Gliwice,1.0,2.0,A,2.07,3.41,3.4
POL,26/09/2015,14:30,Leczna,Podbeskidzie,1.0,2.0,A,2.15,3.31,3.27
POL,26/09/2015,17:00,Cracovia,Ruch,2.0,1.0,H,1.65,3.62,5.3
POL,26/09/2015,19:30,Lech Poznan,Gornik Z.,1.0,1.0,D,1.53,3.9,6.24
POL,27/09/2015,14:30,Lechia Gdansk,Zaglebie,3.0,1.0,H,2.26,3.28,3.06
POL,27/09/2015,17:00,Legia,Termalica B-B.,1.0,1.0,D,1.43,4.4,7.03
POL,28/09/2015,17:00,Pogon Szczecin,Jagiellonia,2.0,1.0,H,2.22,3.21,3.22
POL,02/10/2015,17:00,Ruch,Pogon Szczecin,0.0,2.0,A,2.99,3.18,2.35
POL,02/10/2015,19:30,Jagiellonia,Lechia Gdansk,0.0,3.0,A,2.62,3.17,2.66
POL,03/10/2015,14:30,Termalica B-B.,Leczna,1.0,1.0,D,2.06,3.26,3.53
POL,03/10/2015,17:00,Korona Kielce,Podbeskidzie,0.0,0.0,D,2.1,3.33,3.36
POL,03/10/2015,19:30,Piast Gliwice,Wisla,1.0,0.0,H,2.58,3.27,2.63
POL,04/10/2015,14:30,Gornik Z.,Legia,2.0,2.0,D,4.01,3.44,1.88
POL,04/10/2015,14:30,Zaglebie,Slask Wroclaw,1.0,1.0,D,2.08,3.25,3.53
POL,04/10/2015,17:00,Cracovia,Lech Poznan,5.0,2.0,H,2.91,3.18,2.41
POL,16/10/2015,17:00,Lechia Gdansk,Gornik Z.,1.0,1.0,D,1.65,3.68,5.18
POL,16/10/2015,19:30,Slask Wroclaw,Korona Kielce,0.0,1.0,A,1.66,3.6,5.18
POL,17/10/2015,14:30,Podbeskidzie,Piast Gliwice,2.0,2.0,D,2.96,3.29,2.32
POL,17/10/2015,17:00,Lech Poznan,Ruch,2.0,2.0,D,1.32,4.77,9.93
POL,17/10/2015,17:00,Leczna,Jagiellonia,3.0,2.0,H,2.74,3.13,2.56
POL,18/10/2015,14:30,Wisla,Termalica B-B.,0.0,0.0,D,1.78,3.49,4.41
POL,18/10/2015,17:00,Legia,Cracovia,3.0,1.0,H,1.61,3.84,5.25
POL,19/10/2015,17:00,Pogon Szczecin,Zaglebie,0.0,0.0,D,2.68,3.13,2.62
POL,23/10/2015,17:00,Ruch,Slask Wroclaw,1.0,0.0,H,3.21,3.16,2.24
POL,23/10/2015,19:30,Jagiellonia,Wisla,1.0,4.0,A,2.3,3.23,3.04
POL,24/10/2015,14:30,Cracovia,Pogon Szczecin,4.0,1.0,H,2.18,3.22,3.3
POL,24/10/2015,17:00,Piast Gliwice,Korona Kielce,0.0,1.0,A,1.81,3.46,4.3
POL,24/10/2015,17:00,Zaglebie,Leczna,0.0,0.0,D,1.73,3.5,4.79
POL,25/10/2015,14:30,Termalica B-B.,Lechia Gdansk,0.0,1.0,A,3.52,3.2,2.1
POL,25/10/2015,17:00,Legia,Lech Poznan,0.0,1.0,A,1.91,3.45,3.86
POL,26/10/2015,17:00,Gornik Z.,Podbeskidzie,0.0,2.0,A,1.96,3.47,3.64
POL,30/10/2015,17:00,Pogon Szczecin,Gornik Z.,1.0,1.0,D,2.01,3.34,3.61
POL,30/10/2015,19:30,Leczna,Cracovia,1.0,0.0,H,2.89,3.22,2.4
POL,30/10/2015,19:30,Wisla,Ruch,0.0,0.0,D,1.51,3.96,6.38
POL,31/10/2015,14:30,Piast Gliwice,Zaglebie,2.0,0.0,H,2.59,3.22,2.65
POL,31/10/2015,17:00,Lechia Gdansk,Legia,1.0,3.0,A,2.66,3.19,2.59
POL,31/10/2015,19:30,Slask Wroclaw,Lech Poznan,1.0,1.0,D,3.02,3.18,2.35
POL,02/11/2015,17:00,Korona Kielce,Termalica B-B.,0.0,1.0,A,2.56,3.1,2.78
POL,02/11/2015,19:30,Podbeskidzie,Jagiellonia,1.0,1.0,D,2.75,3.25,2.48
POL,06/11/2015,17:00,Zaglebie,Wisla,1.0,3.0,A,2.28,3.18,3.13
POL,06/11/2015,19:30,Cracovia,Slask Wroclaw,4.0,1.0,H,2.1,3.3,3.41
POL,07/11/2015,14:30,Termalica B-B.,Podbeskidzie,0.0,2.0,A,2.04,3.31,3.59
POL,07/11/2015,17:00,Ruch,Lechia Gdansk,3.0,2.0,H,4.11,3.34,1.89
POL,07/11/2015,19:30,Jagiellonia,Piast Gliwice,0.0,2.0,A,2.27,3.3,3.04
POL,08/11/2015,14:30,Gornik Z.,Korona Kielce,0.0,1.0,A,2.18,3.17,3.34
POL,08/11/2015,14:30,Lech Poznan,Leczna,3.0,1.0,H,1.44,4.07,7.43
POL,08/11/2015,17:00,Legia,Pogon Szczecin,1.0,0.0,H,1.48,4.09,6.65
POL,20/11/2015,17:00,Termalica B-B.,Piast Gliwice,3.0,5.0,A,2.61,3.16,2.68
POL,20/11/2015,19:30,Gornik Z.,Wisla,1.0,1.0,D,3.36,3.23,2.15
POL,21/11/2015,14:30,Jagiellonia,Korona Kielce,1.0,0.0,H,2.07,3.33,3.47
POL,21/11/2015,17:00,Leczna,Ruch,0.0,3.0,A,1.84,3.36,4.32
POL,21/11/2015,17:00,Legia,Slask Wroclaw,1.0,0.0,H,1.51,4.06,6.02
POL,22/11/2015,14:30,Podbeskidzie,Zaglebie,1.0,2.0,A,3.1,3.22,2.28
POL,22/11/2015,17:00,Pogon Szczecin,Lech Poznan,0.0,2.0,A,3.39,3.14,2.18
POL,23/11/2015,17:00,Cracovia,Lechia Gdansk,3.0,0.0,H,2.5,3.24,2.74
POL,27/11/2015,17:00,Korona Kielce,Zaglebie,0.0,2.0,A,2.97,3.03,2.45
POL,27/11/2015,19:30,Piast Gliwice,Ruch,3.0,0.0,H,1.74,3.56,4.62
POL,28/11/2015,14:30,Gornik Z.,Leczna,1.0,1.0,D,2.22,3.21,3.22
POL,28/11/2015,19:30,Slask Wroclaw,Pogon Szczecin,0.0,0.0,D,2.08,3.24,3.51
POL,29/11/2015,14:30,Lechia Gdansk,Lech Poznan,0.0,1.0,A,2.52,3.1,2.84
POL,29/11/2015,14:30,Podbeskidzie,Legia,2.0,2.0,D,5.44,3.83,1.6
POL,29/11/2015,17:00,Wisla,Cracovia,1.0,2.0,A,2.12,3.23,3.42
POL,01/12/2015,17:00,Ruch,Korona Kielce,2.0,1.0,H,2.46,3.07,2.95
POL,01/12/2015,17:00,Termalica B-B.,Slask Wroclaw,1.0,1.0,D,2.57,3.14,2.76
POL,01/12/2015,19:30,Gornik Z.,Piast Gliwice,5.0,2.0,H,2.86,3.33,2.38
POL,01/12/2015,19:30,Zaglebie,Jagiellonia,0.0,2.0,A,1.93,3.4,3.87
POL,02/12/2015,17:00,Legia,Leczna,2.0,1.0,H,1.37,4.6,8.42
POL,02/12/2015,17:00,Pogon Szczecin,Lechia Gdansk,1.0,0.0,H,2.72,3.1,2.63
POL,02/12/2015,19:30,Cracovia,Podbeskidzie,4.0,1.0,H,1.56,3.97,5.68
POL,02/12/2015,19:30,Lech Poznan,Wisla,2.0,0.0,H,2.05,3.28,3.64
POL,04/12/2015,17:00,Zaglebie,Termalica B-B.,2.0,0.0,H,1.93,3.3,4.04
POL,04/12/2015,19:30,Jagiellonia,Gornik Z.,2.0,3.0,A,1.93,3.46,3.83
POL,05/12/2015,14:30,Korona Kielce,Lech Poznan,0.0,1.0,A,4.08,3.25,1.94
POL,05/12/2015,17:00,Piast Gliwice,Cracovia,2.0,2.0,D,2.34,3.39,2.87
POL,05/12/2015,17:00,Podbeskidzie,Ruch,1.0,1.0,D,2.5,3.19,2.79
POL,06/12/2015,14:30,Lechia Gdansk,Slask Wroclaw,1.0,0.0,H,1.95,3.34,3.89
POL,06/12/2015,17:00,Wisla,Legia,0.0,2.0,A,3.49,3.35,2.06
POL,07/12/2015,17:00,Leczna,Pogon Szczecin,2.0,3.0,A,2.41,3.12,2.97
POL,11/12/2015,17:00,Slask Wroclaw,Leczna,2.0,1.0,H,2.08,3.21,3.62
POL,11/12/2015,19:30,Ruch,Jagiellonia,0.0,4.0,A,2.51,3.1,2.86
POL,12/12/2015,14:30,Pogon Szczecin,Podbeskidzie,2.0,0.0,H,1.8,3.37,4.62
POL,12/12/2015,17:00,Gornik Z.,Termalica B-B.,0.0,0.0,D,2.55,3.23,2.72
POL,12/12/2015,17:00,Lechia Gdansk,Wisla,2.0,0.0,H,2.05,3.24,3.66
POL,13/12/2015,14:30,Lech Poznan,Zaglebie,2.0,0.0,H,1.97,3.32,3.85
POL,13/12/2015,17:00,Legia,Piast Gliwice,1.0,1.0,D,1.58,3.92,5.55
POL,14/12/2015,17:00,Cracovia,Korona Kielce,2.0,2.0,D,1.68,3.61,5.13
POL,16/12/2015,17:00,Termalica B-B.,Jagiellonia,2.0,0.0,H,2.54,3.15,2.78
POL,18/12/2015,17:00,Zaglebie,Gornik Z.,2.0,4.0,A,1.9,3.41,4.02
POL,18/12/2015,19:30,Wisla,Pogon Szczecin,0.0,1.0,A,2.67,3.09,2.69
POL,19/12/2015,14:30,Termalica B-B.,Ruch,0.0,1.0,A,2.04,3.29,3.66
POL,19/12/2015,17:00,Jagiellonia,Cracovia,2.0,2.0,D,2.59,3.2,2.69
POL,19/12/2015,17:00,Leczna,Lechia Gdansk,3.0,1.0,H,3.19,3.15,2.28
POL,20/12/2015,14:30,Korona Kielce,Legia,1.0,3.0,A,4.75,3.6,1.72
POL,20/12/2015,17:00,Piast Gliwice,Lech Poznan,2.0,0.0,H,3.49,3.22,2.11
POL,21/12/2015,17:00,Podbeskidzie,Slask Wroclaw,0.0,1.0,A,3.0,3.11,2.4
POL,12/02/2016,17:00,Ruch,Zaglebie,0.0,0.0,D,3.47,3.02,2.22
POL,12/02/2016,19:30,Slask Wroclaw,Wisla,1.0,0.0,H,2.35,3.01,3.19
POL,13/02/2016,14:30,Leczna,Piast Gliwice,0.0,0.0,D,2.72,3.2,2.56
POL,13/02/2016,17:00,Cracovia,Gornik Z.,3.0,0.0,H,1.87,3.5,3.97
POL,13/02/2016,17:00,Lechia Gdansk,Podbeskidzie,5.0,0.0,H,1.47,4.15,6.73
POL,14/02/2016,14:30,Lech Poznan,Termalica B-B.,5.0,2.0,H,1.74,3.39,5.07
POL,14/02/2016,17:00,Legia,Jagiellonia,4.0,0.0,H,1.54,3.93,6.14
POL,15/02/2016,17:00,Pogon Szczecin,Korona Kielce,3.0,2.0,H,1.9,3.24,4.24
POL,19/02/2016,17:00,Jagiellonia,Slask Wroclaw,2.0,1.0,H,2.19,3.14,3.4
POL,19/02/2016,19:30,Piast Gliwice,Pogon Szczecin,0.0,0.0,D,2.22,3.19,3.26
POL,20/02/2016,14:30,Korona Kielce,Lechia Gdansk,4.0,2.0,H,3.36,3.01,2.27
POL,20/02/2016,17:00,Podbeskidzie,Lech Poznan,4.0,1.0,H,4.56,3.52,1.77
POL,20/02/2016,17:00,Termalica B-B.,Cracovia,1.0,1.0,D,2.85,3.23,2.43
POL,21/02/2016,14:30,Zaglebie,Legia,1.0,2.0,A,3.77,3.39,1.96
POL,21/02/2016,17:00,Gornik Z.,Ruch,0.0,2.0,A,2.1,3.21,3.53
POL,22/02/2016,17:00,Wisla,Leczna,1.0,1.0,D,2.1,3.13,3.65
POL,26/02/2016,17:00,Slask Wroclaw,Gornik Z.,0.0,0.0,D,1.99,3.3,3.76
POL,26/02/2016,19:30,Cracovia,Zaglebie,1.0,2.0,A,2.2,3.15,3.32
POL,27/02/2016,14:30,Leczna,Korona Kielce,3.0,2.0,H,2.11,3.08,3.73
POL,27/02/2016,17:00,Lechia Gdansk,Piast Gliwice,3.0,1.0,H,1.95,3.29,3.95
POL,27/02/2016,19:30,Wisla,Podbeskidzie,1.0,2.0,A,1.93,3.42,3.88
POL,28/02/2016,14:30,Lech Poznan,Jagiellonia,0.0,2.0,A,1.7,3.41,5.32
POL,28/02/2016,14:30,Pogon Szczecin,Termalica B-B.,1.0,1.0,D,2.16,3.17,3.4
POL,28/02/2016,17:00,Legia,Ruch,2.0,0.0,H,1.3,4.89,10.38
POL,01/03/2016,17:00,Podbeskidzie,Leczna,2.0,0.0,H,2.62,3.12,2.71
POL,01/03/2016,19:30,Zaglebie,Lechia Gdansk,1.0,0.0,H,2.42,3.12,2.96
POL,02/03/2016,17:00,Ruch,Cracovia,2.0,3.0,A,3.23,3.23,2.21
POL,02/03/2016,17:00,Termalica B-B.,Legia,3.0,0.0,H,5.14,3.66,1.66
POL,02/03/2016,19:30,Gornik Z.,Lech Poznan,0.0,2.0,A,3.57,3.38,2.01
POL,02/03/2016,19:30,Jagiellonia,Pogon Szczecin,0.0,0.0,D,2.36,3.14,3.03
POL,04/03/2016,17:00,Podbeskidzie,Korona Kielce,1.0,1.0,D,2.29,3.16,3.13
POL,04/03/2016,19:30,Wisla,Piast Gliwice,1.0,1.0,D,2.29,3.28,3.04
POL,05/03/2016,14:30,Leczna,Termalica B-B.,1.0,2.0,A,2.33,3.14,3.08
POL,05/03/2016,17:00,Slask Wroclaw,Zaglebie,0.0,2.0,A,2.65,3.06,2.71
POL,05/03/2016,19:30,Legia,Gornik Z.,3.0,1.0,H,1.26,5.3,12.2
POL,06/03/2016,14:30,Lechia Gdansk,Jagiellonia,5.0,1.0,H,1.8,3.44,4.5
POL,06/03/2016,17:00,Lech Poznan,Cracovia,2.0,1.0,H,2.09,3.26,3.48
POL,07/03/2016,17:00,Pogon Szczecin,Ruch,2.0,3.0,A,2.04,3.06,3.93
POL,08/03/2016,17:00,Korona Kielce,Wisla,1.0,1.0,D,2.73,3.15,2.57
POL,08/03/2016,17:00,Piast Gliwice,Slask Wroclaw,1.0,0.0,H,1.91,3.31,4.06
POL,11/03/2016,17:00,Korona Kielce,Slask Wroclaw,2.0,2.0,D,2.43,3.12,2.94
POL,11/03/2016,19:30,Piast Gliwice,Podbeskidzie,3.0,2.0,H,1.93,3.48,3.75
POL,12/03/2016,14:30,Jagiellonia,Leczna,1.0,0.0,H,2.18,3.18,3.32
POL,12/03/2016,17:00,Cracovia,Legia,1.0,2.0,A,3.41,3.41,2.06
POL,12/03/2016,19:30,Ruch,Lech Poznan,1.0,3.0,A,3.54,3.05,2.17
POL,13/03/2016,14:30,Zaglebie,Pogon Szczecin,1.0,1.0,D,1.92,3.28,4.03
POL,13/03/2016,17:00,Gornik Z.,Lechia Gdansk,1.0,1.0,D,3.7,3.34,1.99
POL,14/03/2016,17:00,Termalica B-B.,Wisla,2.0,4.0,A,2.4,3.17,2.93
POL,18/03/2016,17:00,Korona Kielce,Piast Gliwice,1.0,1.0,D,2.71,3.19,2.56
POL,18/03/2016,19:30,Wisla,Jagiellonia,5.0,1.0,H,2.04,3.31,3.57
POL,19/03/2016,14:30,Podbeskidzie,Gornik Z.,0.0,0.0,D,2.12,3.31,3.35
POL,19/03/2016,17:00,Slask Wroclaw,Ruch,0.0,0.0,D,2.1,3.2,3.53
POL,19/03/2016,19:30,Lech Poznan,Legia,0.0,2.0,A,3.47,3.25,2.1
POL,20/03/2016,14:30,Lechia Gdansk,Termalica B-B.,1.0,1.0,D,1.6,3.72,5.63
POL,20/03/2016,14:30,Leczna,Zaglebie,0.0,2.0,A,2.83,3.12,2.5
POL,20/03/2016,17:00,Pogon Szczecin,Cracovia,2.0,2.0,D,2.34,3.17,3.02
POL,01/04/2016,17:00,Gornik Z.,Pogon Szczecin,1.0,1.0,D,2.48,3.14,2.86
POL,01/04/2016,19:30,Lech Poznan,Slask Wroclaw,0.0,1.0,A,1.95,3.35,3.87
POL,02/04/2016,14:30,Termalica B-B.,Korona Kielce,0.0,1.0,A,2.14,3.25,3.36
POL,02/04/2016,17:00,Cracovia,Leczna,0.0,0.0,D,1.81,3.53,4.21
POL,02/04/2016,19:30,Legia,Lechia Gdansk,1.0,1.0,D,1.71,3.59,4.78
POL,03/04/2016,14:30,Zaglebie,Piast Gliwice,4.0,1.0,H,1.98,3.36,3.7
POL,03/04/2016,17:00,Ruch,Wisla,2.0,3.0,A,3.11,3.2,2.28
POL,04/04/2016,17:00,Jagiellonia,Podbeskidzie,0.0,3.0,A,1.93,3.41,3.83
POL,09/04/2016,17:00,Korona Kielce,Gornik Z.,2.0,1.0,H,2.03,3.33,3.58
POL,09/04/2016,17:00,Lechia Gdansk,Ruch,2.0,0.0,H,1.42,4.14,8.17
POL,09/04/2016,17:00,Leczna,Lech Poznan,0.0,1.0,A,2.63,3.01,2.76
POL,09/04/2016,17:00,Piast Gliwice,Jagiellonia,2.0,0.0,H,2.06,3.39,3.44
POL,09/04/2016,17:00,Podbeskidzie,Termalica B-B.,2.0,0.0,H,2.24,3.26,3.14
POL,09/04/2016,17:00,Pogon Szczecin,Legia,0.0,0.0,D,4.36,3.46,1.81
POL,09/04/2016,17:00,Slask Wroclaw,Cracovia,2.0,1.0,H,2.31,3.26,3.0
POL,09/04/2016,17:00,Wisla,Zaglebie,1.0,1.0,D,2.02,3.41,3.53
POL,15/04/2016,17:00,Pogon Szczecin,Ruch,1.0,1.0,D,1.98,3.32,3.77
POL,15/04/2016,19:30,Legia,Lech Poznan,1.0,0.0,H,1.68,3.58,5.07
POL,16/04/2016,14:30,Korona Kielce,Slask Wroclaw,1.0,1.0,D,2.73,3.11,2.59
POL,16/04/2016,17:00,Zaglebie,Lechia Gdansk,1.0,2.0,A,2.51,3.18,2.78
POL,16/04/2016,19:30,Piast Gliwice,Cracovia,1.0,1.0,D,2.36,3.33,2.87
POL,17/04/2016,14:30,Jagiellonia,Leczna,2.0,0.0,H,2.11,3.2,3.49
POL,17/04/2016,14:30,Podbeskidzie,Termalica B-B.,0.0,1.0,A,2.36,3.18,2.99
POL,17/04/2016,17:00,Wisla,Gornik Z.,3.0,1.0,H,1.61,3.81,5.33
POL,19/04/2016,17:00,Cracovia,Zaglebie,1.0,0.0,H,2.56,3.21,2.69
POL,19/04/2016,17:00,Lech Poznan,Piast Gliwice,2.0,2.0,D,1.76,3.53,4.59
POL,19/04/2016,19:30,Lechia Gdansk,Pogon Szczecin,2.0,0.0,H,1.69,3.59,4.98
POL,19/04/2016,19:30,Ruch,Legia,0.0,0.0,D,5.55,3.92,1.57
POL,20/04/2016,17:00,Leczna,Wisla,0.0,3.0,A,2.84,3.2,2.44
POL,20/04/2016,17:00,Termalica B-B.,Korona Kielce,0.0,0.0,D,2.11,3.24,3.47
POL,20/04/2016,19:30,Gornik Z.,Podbeskidzie,1.0,0.0,H,2.43,3.24,2.83
POL,20/04/2016,19:30,Slask Wroclaw,Jagiellonia,3.0,1.0,H,2.17,3.15,3.4
POL,22/04/2016,17:00,Zaglebie,Ruch,4.0,1.0,H,1.75,3.5,4.68
POL,22/04/2016,19:30,Legia,Cracovia,4.0,0.0,H,1.42,4.38,7.34
POL,23/04/2016,14:30,Korona Kielce,Leczna,1.0,1.0,D,2.18,3.17,3.35
POL,23/04/2016,17:00,Podbeskidzie,Slask Wroclaw,1.0,2.0,A,2.8,3.13,2.53
POL,23/04/2016,19:30,Pogon Szczecin,Lech Poznan,1.0,0.0,H,2.82,3.12,2.51
POL,24/04/2016,14:30,Jagiellonia,Gornik Z.,0.0,0.0,D,1.78,3.53,4.42
POL,24/04/2016,17:00,Piast Gliwice,Lechia Gdansk,3.0,0.0,H,2.97,3.26,2.34
POL,25/04/2016,17:00,Wisla,Termalica B-B.,2.0,2.0,D,1.64,3.66,5.26
POL,28/04/2016,17:00,Lech Poznan,Lechia Gdansk,0.0,0.0,D,2.51,3.06,2.88
POL,28/04/2016,17:00,Zaglebie,Legia,2.0,0.0,H,3.49,3.33,2.07
POL,29/04/2016,17:00,Gornik Z.,Slask Wroclaw,2.0,1.0,H,2.87,3.2,2.44
POL,29/04/2016,19:30,Ruch,Cracovia,0.0,1.0,A,2.99,3.3,2.3
POL,30/04/2016,17:00,Termalica B-B.,Leczna,0.0,2.0,A,2.13,3.18,3.46
POL,30/04/2016,19:30,Korona Kielce,Wisla,3.0,2.0,H,3.04,3.22,2.3
POL,01/05/2016,14:30,Jagiellonia,Podbeskidzie,3.0,2.0,H,1.84,3.41,4.28
POL,01/05/2016,17:00,Piast Gliwice,Pogon Szczecin,2.0,1.0,H,1.92,3.44,3.84
POL,06/05/2016,17:00,Podbeskidzie,Korona Kielce,1.0,1.0,D,2.48,3.06,2.93
POL,06/05/2016,19:30,Wisla,Jagiellonia,1.0,0.0,H,1.82,3.52,4.2
POL,07/05/2016,14:30,Slask Wroclaw,Termalica B-B.,2.0,1.0,H,1.93,3.28,4.02
POL,07/05/2016,17:00,Leczna,Gornik Z.,0.0,0.0,D,2.12,3.24,3.43
POL,07/05/2016,19:30,Lechia Gdansk,Ruch,2.0,1.0,H,1.34,4.66,9.2
POL,08/05/2016,14:30,Cracovia,Lech Poznan,2.0,0.0,H,2.46,3.13,2.84
POL,08/05/2016,14:30,Pogon Szczecin,Zaglebie,1.0,3.0,A,2.7,3.06,2.64
POL,08/05/2016,17:00,Legia,Piast Gliwice,4.0,0.0,H,1.42,4.31,7.46
POL,10/05/2016,19:30,Gornik Z.,Korona Kielce,0.0,0.0,D,1.94,3.32,3.87
POL,10/05/2016,19:30,Jagiellonia,Termalica B-B.,0.0,1.0,A,2.41,3.18,2.92
POL,10/05/2016,19:30,Leczna,Podbeskidzie,5.0,1.0,H,2.06,3.31,3.53
POL,10/05/2016,19:30,Wisla,Slask Wroclaw,1.0,1.0,D,2.1,3.38,3.33
POL,11/05/2016,19:30,Lechia Gdansk,Legia,2.0,0.0,H,2.72,3.27,2.52
POL,11/05/2016,19:30,Pogon Szczecin,Cracovia,3.0,2.0,H,2.52,3.19,2.75
POL,11/05/2016,19:30,Ruch,Piast Gliwice,0.0,3.0,A,3.2,3.39,2.16
POL,11/05/2016,19:30,Zaglebie,Lech Poznan,3.0,0.0,H,1.64,3.76,5.06
POL,14/05/2016,14:30,Korona Kielce,Jagiellonia,1.0,3.0,A,2.19,3.35,3.14
POL,14/05/2016,14:30,Podbeskidzie,Wisla,3.0,4.0,A,3.95,3.58,1.85
POL,14/05/2016,14:30,Slask Wroclaw,Leczna,3.0,2.0,H,2.27,3.14,3.22
POL,14/05/2016,14:30,Termalica B-B.,Gornik Z.,1.0,1.0,D,3.37,3.38,2.09
POL,15/05/2016,17:00,Cracovia,Lechia Gdansk,2.0,0.0,H,2.87,3.33,2.36
POL,15/05/2016,17:00,Lech Poznan,Ruch,3.0,0.0,H,1.57,3.9,5.63
POL,15/05/2016,17:00,Legia,Pogon Szczecin,3.0,0.0,H,1.24,5.68,11.51
POL,15/05/2016,17:00,Piast Gliwice,Zaglebie,0.0,1.0,A,2.18,3.43,3.1
POL,15/07/2016,17:00,Wisla Plock,Lechia Gdansk,2.0,1.0,H,3.33,3.22,2.19
POL,15/07/2016,19:30,Slask Wroclaw,Lech Poznan,0.0,0.0,D,2.57,3.17,2.75
POL,16/07/2016,14:30,Ruch,Leczna,2.0,1.0,H,2.37,3.08,3.08
POL,16/07/2016,17:00,Wisla,Pogon Szczecin,2.0,1.0,H,2.1,3.22,3.5
POL,16/07/2016,19:30,Legia,Jagiellonia,1.0,1.0,D,1.67,3.67,5.03
POL,17/07/2016,14:30,Zaglebie,Korona Kielce,4.0,0.0,H,1.77,3.43,4.73
POL,17/07/2016,17:00,Cracovia,Piast Gliwice,5.0,1.0,H,2.01,3.38,3.64
POL,18/07/2016,17:00,Termalica B-B.,Arka Gdynia,2.0,0.0,H,2.53,3.07,2.86
POL,22/07/2016,17:00,Pogon Szczecin,Korona Kielce,1.0,1.0,D,1.69,3.52,5.18
POL,22/07/2016,19:30,Arka Gdynia,Wisla,3.0,0.0,H,2.51,3.17,2.81
POL,23/07/2016,17:00,Jagiellonia,Ruch,4.0,1.0,H,1.76,3.59,4.53
POL,23/07/2016,19:30,Legia,Slask Wroclaw,0.0,0.0,D,1.6,3.78,5.53
POL,24/07/2016,14:30,Piast Gliwice,Wisla Plock,2.0,1.0,H,2.53,3.16,2.78
POL,24/07/2016,14:30,Termalica B-B.,Cracovia,3.0,2.0,H,2.56,3.25,2.69
POL,24/07/2016,17:00,Lech Poznan,Zaglebie,0.0,2.0,A,1.92,3.34,4.02
POL,25/07/2016,17:00,Leczna,Lechia Gdansk,1.0,2.0,A,3.62,3.33,2.03
POL,29/07/2016,17:00,Arka Gdynia,Ruch,3.0,0.0,H,1.85,3.43,4.26
POL,29/07/2016,19:30,Lech Poznan,Jagiellonia,0.0,2.0,A,1.96,3.37,3.78
POL,30/07/2016,17:00,Lechia Gdansk,Wisla,3.0,1.0,H,1.77,3.57,4.46
POL,30/07/2016,19:30,Wisla Plock,Legia,2.0,3.0,A,3.35,3.22,2.17
POL,31/07/2016,14:30,Leczna,Cracovia,0.0,0.0,D,2.81,3.23,2.47
