Div,Season,Date,Time,DayOTW,Team_ID,Opp_ID,FTR,team_elo,opp_elo,team_xg,opp_xg,team_hist_vs,opp_hist_vs,team_points,opp_points,team_form,opp_form,team_avg_goals_for,team_avg_goals_against,opp_avg_goals_for,opp_avg_goals_against,team_shots,opp_shots,team_shots_target,opp_shots_target,AvgH,AvgD,AvgA
8,2021,20201120,20,4,165,104,1,1456,1385,0.4,0.16666666666666666,0.0,0.0,1.4,1.4,2.07,2.13,0.8,0.4,1.2,0.8,10.0,12.67,2.87,4.87,2.41,3.06,3.3
3,2021,20201121,12,5,33,185,0,1451,1349,0.6,0.3333333333333333,0.0,0.0,1.714,1.0,3.8,1.6,1.14,1.43,1.14,0.57,16.73,12.27,5.53,3.6,1.72,3.71,4.86
1,2021,20201121,12,5,34,113,2,1409,1463,0.2857142857142857,0.3333333333333333,0.0,0.0,1.0,1.8,2.93,4.2,2.5,1.0,1.4,1.8,10.71,14.87,4.64,5.73,3.19,3.45,2.17
1,2021,20201121,12,5,84,198,0,1513,1261,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,1.73,2.8,1.75,1.25,1.0,2.25,9.73,11.53,2.67,6.4,2.07,3.47,3.42
1,2021,20201121,12,5,102,99,1,1463,1484,0.26111111111111107,0.1,1.0,2.0,2.5,1.0,4.8,4.2,1.0,1.0,0.5,2.0,8.07,16.87,3.73,7.0,2.31,3.31,3.05
2,2021,20201121,12,5,156,53,2,1475,1542,0.45,0.6,3.0,0.0,1.5,0.8,2.6,5.07,1.33,1.83,1.8,2.4,7.4,14.33,3.2,6.27,6.39,4.54,1.5
1,2021,20201121,12,5,168,213,0,1417,1409,0.25,0.25,0.0,0.0,1.75,2.0,5.4,0.93,0.5,1.0,1.75,1.25,15.73,17.73,6.6,5.13,1.85,3.82,3.81
7,2021,20201121,13,5,36,233,1,1442,1461,1.0,0.15873015873015872,0.0,0.0,1.5,1.4,4.27,4.4,2.0,0.5,1.0,1.2,10.0,16.67,3.0,6.0,2.19,3.21,3.3
7,2021,20201121,13,5,55,75,1,1377,1477,0.375,0.4,1.0,2.0,1.75,0.25,3.0,6.4,2.25,0.5,0.75,1.5,12.93,16.67,5.73,5.07,2.44,3.09,2.95
7,2021,20201121,13,5,120,188,0,1518,1298,0.5,0.29166666666666663,0.0,0.0,2.0,1.5,5.6,3.43,1.8,2.0,1.25,1.0,23.27,12.71,8.2,4.5,1.55,3.77,6.15
8,2021,20201121,13,5,126,72,1,1415,1428,0.1,0.5833333333333333,0.0,0.0,0.333,1.25,1.67,2.6,1.5,1.0,1.0,1.0,13.93,6.4,3.53,2.07,1.6,4.19,5.47
9,2021,20201121,13,5,139,123,2,1395,1473,0.037037037037037035,0.2222222222222222,0.0,0.0,1.556,1.111,3.8,5.67,1.11,1.0,0.33,0.89,9.87,8.8,3.67,2.6,3.17,2.83,2.49
7,2021,20201121,13,5,180,152,1,1282,1459,0.375,0.16666666666666666,0.0,0.0,0.75,0.667,1.6,3.83,1.75,1.25,0.33,1.0,10.67,12.5,3.73,5.0,3.06,2.97,2.44
7,2021,20201121,13,5,210,175,0,1377,1348,0.35,0.27777777777777773,0.0,0.0,1.6,2.4,5.27,3.0,1.6,1.2,1.0,2.8,13.6,8.0,3.8,3.33,1.57,3.71,6.08
0,2021,20201121,14,5,23,241,1,1669,1408,0.5555555555555556,0.25,1.0,2.0,3.0,1.25,7.0,2.87,3.75,2.5,1.5,1.0,18.47,14.67,9.27,4.13,1.11,10.28,19.29
0,2021,20201121,14,5,26,127,2,1496,1583,0.2,0.24107142857142855,0.0,0.0,0.25,0.4,0.27,6.47,2.0,1.25,1.8,1.4,9.13,14.0,3.47,5.4,5.77,4.34,1.55
6,2021,20201121,14,5,62,117,2,1326,1601,0.3333333333333333,0.4,0.0,0.0,0.5,1.25,1.73,3.2,2.25,0.75,1.5,2.0,9.33,8.33,3.73,3.47,4.68,4.05,1.7
0,2021,20201121,14,5,101,216,1,1526,1471,0.1,1.0,0.0,0.0,0.6,1.25,0.2,3.6,1.4,1.8,2.0,1.25,12.27,13.33,4.6,4.13,2.36,3.85,2.74
5,2021,20201121,14,5,118,43,2,1386,1419,0.1,0.125,1.0,1.0,0.8,0.833,0.87,4.6,1.4,1.2,0.67,1.0,9.6,8.93,3.13,2.6,2.6,2.8,3.04
0,2021,20201121,14,5,136,17,1,1440,1427,0.5,0.3,3.0,0.0,1.0,1.75,2.07,1.07,2.25,1.75,2.0,0.25,14.4,8.67,5.67,2.27,1.5,4.65,6.08
0,2021,20201121,14,5,201,245,2,1358,1534,0.25,0.225,0.333,2.333,0.5,0.8,1.67,4.33,3.75,0.75,0.6,0.8,11.6,13.27,2.6,5.6,3.77,3.58,1.99
2,2021,20201121,15,5,13,38,2,1533,1540,0.47878787878787876,0.49999999999999994,1.667,0.667,2.4,1.833,5.0,1.6,2.2,2.0,1.67,1.33,15.67,14.27,7.07,2.93,2.19,3.61,3.21
3,2021,20201121,15,5,21,161,0,1341,1382,0.2,0.25,3.0,0.0,0.714,1.429,3.6,6.0,1.57,1.14,1.0,1.14,12.47,15.87,4.6,4.47,2.6,3.19,2.8
3,2021,20201121,15,5,39,65,0,1355,1329,0.3333333333333333,0.2222222222222222,2.0,1.0,2.286,2.571,5.4,0.2,0.86,1.57,1.14,0.43,7.6,9.07,2.67,2.8,2.27,3.31,3.2
3,2021,20201121,15,5,134,28,1,1375,1360,0.31746031746031744,0.5714285714285714,3.0,0.0,1.857,1.571,3.2,3.73,1.0,0.86,0.71,2.0,10.47,12.93,3.6,5.33,3.34,3.45,2.14
3,2021,20201121,15,5,145,160,2,1412,1486,0.23809523809523808,0.24285714285714285,0.0,0.0,1.429,0.714,3.27,5.47,0.57,0.43,0.86,0.71,11.4,22.47,1.73,5.6,2.86,3.17,2.56
3,2021,20201121,15,5,147,45,1,1383,1404,0.16666666666666666,0.27777777777777773,1.0,1.0,1.714,1.143,3.47,3.07,0.71,0.57,1.0,0.57,12.67,14.67,2.33,5.4,2.51,3.09,3.0
9,2021,20201121,15,5,148,46,0,1361,1396,0.13999999999999999,0.39999999999999997,0.0,0.0,1.0,1.5,2.07,0.8,0.78,0.56,1.0,0.75,12.13,8.27,3.87,2.07,2.42,2.91,3.19
3,2021,20201121,15,5,181,204,0,1431,1354,0.0,0.41666666666666663,0.0,3.0,1.429,0.857,3.4,3.67,0.86,2.0,0.86,0.43,8.67,11.47,3.93,4.0,2.36,3.16,3.18
3,2021,20201121,15,5,182,239,1,1400,1447,0.6666666666666666,0.3333333333333333,0.0,0.0,1.143,0.571,2.27,6.8,1.29,1.0,0.86,1.57,10.0,11.0,2.53,3.53,3.46,3.29,2.17
3,2021,20201121,15,5,214,103,0,1438,1389,0.8333333333333333,0.5555555555555555,0.0,3.0,1.286,1.571,4.07,2.87,0.86,1.71,1.0,1.14,8.07,11.87,2.87,2.27,2.03,3.26,3.91
3,2021,20201121,15,5,219,194,0,1413,1289,0.2222222222222222,0.5,0.0,0.0,1.286,1.571,1.27,3.47,0.86,0.86,1.14,0.71,14.2,11.53,4.67,3.6,1.72,3.66,5.0
8,2021,20201121,15,5,236,186,1,1609,1701,0.30833333333333335,0.27777777777777773,2.333,0.333,2.333,1.75,6.6,1.47,1.33,1.0,1.0,1.0,10.87,14.27,5.0,3.93,2.92,3.76,2.29
3,2021,20201121,15,5,248,35,1,1351,1492,0.16666666666666666,0.2,0.0,0.0,0.429,1.143,2.0,3.47,1.71,0.71,1.0,1.43,11.0,10.47,3.53,2.67,6.62,4.19,1.5
4,2021,20201121,16,5,37,212,0,1504,1449,0.35833333333333334,0.2875,2.333,0.333,2.4,1.857,5.0,0.07,2.0,1.4,1.29,1.29,12.27,10.33,6.13,2.53,2.15,3.55,3.27
0,2021,20201121,17,5,71,184,1,1557,1587,0.25,0.3333333333333333,0.0,0.0,1.5,0.0,3.13,6.8,1.5,1.25,0.75,2.5,15.47,17.33,5.87,7.0,3.76,3.91,1.91
8,2021,20201121,17,5,202,49,0,1563,1409,0.75,0.05555555555555555,3.0,0.0,1.75,2.0,4.2,1.0,1.0,0.25,1.57,0.86,10.93,11.93,1.87,4.13,1.72,3.6,5.3
6,2021,20201121,17,5,211,14,1,1460,1632,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,1.333,3.4,2.4,1.5,2.25,1.33,3.33,10.73,11.67,4.27,5.8,6.38,5.06,1.44
2,2021,20201121,17,5,223,141,0,1574,1726,0.38888888888888884,0.41666666666666663,2.333,0.333,2.167,0.5,6.2,4.2,1.33,2.83,1.25,1.0,14.47,14.0,5.13,4.27,4.1,4.03,1.81
9,2021,20201121,17,5,232,47,0,1531,1359,0.35119047619047616,0.37499999999999994,0.0,0.0,1.556,1.778,1.4,3.0,1.11,0.44,0.78,1.44,12.2,8.07,3.4,2.47,1.65,3.58,5.38
5,2021,20201121,18,5,6,56,1,1408,1441,0.4166666666666667,0.3333333333333333,0.0,0.0,1.0,0.5,1.27,4.6,0.86,0.57,0.83,0.67,11.4,15.8,3.13,5.73,2.98,2.89,2.56
5,2021,20201121,18,5,50,224,1,1416,1523,0.16666666666666666,0.28888888888888886,0.0,0.0,0.333,1.286,1.2,3.47,1.0,2.0,1.29,0.71,9.33,10.8,3.07,4.27,3.9,3.3,1.95
5,2021,20201121,18,5,52,205,0,1368,1424,0.07407407407407407,0.16666666666666666,1.0,1.0,1.333,1.0,2.07,2.13,0.67,0.83,1.67,1.33,12.8,14.07,4.73,4.33,2.85,2.89,2.67
5,2021,20201121,18,5,159,69,2,1381,1300,0.3392857142857143,0.26666666666666666,0.0,0.0,2.5,1.2,5.8,2.0,1.5,1.0,0.6,0.8,14.47,8.87,4.73,2.47,2.34,3.01,3.19
5,2021,20201121,18,5,170,18,2,1451,1515,0.39999999999999997,0.0,3.0,0.0,2.5,1.5,6.4,4.8,0.83,1.33,1.0,1.83,11.6,13.07,4.07,5.0,2.3,3.04,3.23
5,2021,20201121,18,5,173,93,2,1414,1450,0.5,0.2222222222222222,0.0,0.0,0.667,1.0,3.4,5.0,1.17,0.83,0.5,1.5,8.67,10.93,2.53,3.13,2.95,2.75,2.7
5,2021,20201121,18,5,230,192,1,1332,1424,0.25,0.5,3.0,0.0,1.667,2.167,3.87,0.2,1.83,0.83,1.17,1.0,11.4,10.73,3.6,2.47,2.11,3.26,3.42
0,2021,20201121,19,5,100,67,2,1425,1637,0.1,0.2,3.0,0.0,1.4,0.75,3.87,4.0,1.2,2.6,1.0,2.25,14.07,14.13,5.2,5.4,4.87,4.31,1.64
6,2021,20201121,19,5,111,44,0,1680,1466,0.3333333333333333,0.4484126984126984,3.0,0.0,2.0,1.0,4.0,5.2,1.5,1.5,1.5,2.5,9.2,9.47,5.4,5.53,1.28,5.94,10.05
9,2021,20201121,19,5,167,87,1,1422,1444,0.225,0.4625,0.0,0.0,1.625,0.667,5.6,3.67,1.12,0.5,1.22,1.0,9.27,9.87,5.07,3.67,2.26,2.85,3.59
8,2021,20201121,20,5,16,19,0,1623,1657,0.2857142857142857,0.5,0.0,3.0,2.333,1.0,5.8,4.2,1.33,0.67,1.5,1.75,12.4,12.13,4.2,5.2,2.84,3.48,2.46
2,2021,20201121,20,5,142,242,0,1653,1356,0.25,0.16666666666666666,0.0,0.0,1.2,2.667,4.2,0.4,0.8,3.4,1.0,1.5,13.6,10.33,5.53,2.67,1.34,5.34,9.21
6,2021,20201122,11,6,83,24,2,1522,1484,0.14583333333333331,0.35,0.0,0.0,1.0,2.25,1.6,0.8,1.2,0.8,1.5,2.25,7.47,8.2,4.13,4.07,1.54,4.59,5.49
1,2021,20201122,12,6,76,64,0,1417,1463,0.2857142857142857,0.43121693121693117,0.0,0.0,1.75,1.5,3.0,3.4,1.25,1.0,3.25,2.0,8.93,12.07,3.93,5.4,2.75,3.32,2.51
2,2021,20201122,12,6,88,78,2,1493,1488,0.16666666666666666,0.25,0.0,0.0,0.667,1.167,2.4,1.2,1.5,1.17,1.83,2.33,13.07,11.13,4.47,3.67,3.93,3.79,1.9
1,2021,20201122,12,6,94,187,0,1424,1373,0.19444444444444442,0.25,3.0,0.0,1.6,1.25,5.27,2.13,1.4,1.4,1.75,1.5,15.73,13.93,6.93,5.67,1.91,3.69,3.72
1,2021,20201122,12,6,96,30,2,1494,1467,0.5,0.5,1.0,2.0,2.5,1.6,4.8,2.27,1.5,0.75,1.6,1.2,8.67,11.93,4.2,3.13,1.58,4.12,5.29
4,2021,20201122,12,6,154,144,1,1439,1441,0.5208333333333333,0.13333333333333333,1.667,0.667,1.333,1.143,5.2,4.2,1.5,1.17,0.71,1.29,13.2,11.27,4.2,4.6,2.25,3.2,3.39
1,2021,20201122,12,6,247,97,0,1397,1453,0.2,0.5,0.0,0.0,0.2,1.4,0.2,1.8,1.6,2.2,0.4,2.2,12.6,13.27,3.47,5.0,4.0,3.92,1.79
8,2021,20201122,13,6,70,90,1,1474,1472,0.0,0.2,0.667,1.667,1.2,1.4,2.93,2.07,0.8,0.8,1.0,1.6,9.67,11.53,4.2,4.0,3.4,2.97,2.4
9,2021,20201122,13,6,195,115,0,1366,1383,0.13333333333333333,0.1111111111111111,0.0,0.0,0.375,0.75,0.6,5.53,1.0,1.38,0.75,1.5,8.53,8.2,2.87,2.6,2.8,2.89,2.7
7,2021,20201122,14,6,12,238,1,1432,1322,0.16666666666666666,0.0,3.0,0.0,1.0,2.2,3.8,0.6,1.0,1.0,2.0,0.4,15.6,7.13,4.0,2.33,2.34,3.03,3.17
4,2021,20201122,14,6,66,125,2,1369,1584,0.0625,0.25,0.0,0.0,0.429,0.667,2.07,3.0,0.86,0.71,1.33,2.5,11.07,12.47,3.6,4.27,3.41,3.43,2.14
0,2021,20201122,14,6,85,138,2,1511,1492,0.325,1.0,1.0,2.0,0.8,2.5,0.6,1.2,2.4,1.6,1.0,2.25,9.87,9.47,3.8,3.27,2.09,3.58,3.45
6,2021,20201122,14,6,108,222,0,1737,1439,0.16666666666666666,1.0,3.0,0.0,0.667,2.0,2.07,3.0,1.0,1.33,1.8,1.4,10.27,6.6,4.53,2.8,1.34,5.53,8.04
4,2021,20201122,14,6,151,215,0,1503,1497,0.33547008547008544,0.16666666666666666,0.0,0.0,2.286,2.5,5.6,0.2,1.43,1.14,1.33,1.17,8.8,12.4,2.8,4.07,2.09,3.44,3.54
4,2021,20201122,14,6,190,158,2,1441,1385,0.41666666666666663,0.5,3.0,0.0,0.833,2.167,3.2,0.67,2.0,1.83,2.5,0.5,8.93,10.67,4.47,2.6,1.9,3.58,4.08
6,2021,20201122,14,6,193,172,0,1614,1412,0.39285714285714285,0.6666666666666666,3.0,0.0,2.6,1.75,6.87,2.4,1.6,1.2,1.0,1.0,14.2,6.67,8.4,2.8,1.49,4.81,5.89
6,2021,20201122,14,6,197,31,2,1487,1475,0.35416666666666663,0.0,0.0,0.0,1.4,3.0,2.47,0.07,2.0,0.6,1.25,1.5,8.8,9.2,4.2,5.6,2.49,3.53,2.74
2,2021,20201122,14,6,203,243,2,1427,1440,0.08333333333333333,0.5277777777777778,3.0,0.0,0.2,1.4,0.67,4.87,1.6,1.0,1.8,1.2,7.0,14.47,3.27,5.2,3.06,3.26,2.43
6,2021,20201122,14,6,234,200,2,1423,1471,0.14285714285714285,0.3666666666666667,0.0,0.0,1.2,0.4,3.47,4.87,1.2,0.6,1.6,1.6,9.6,9.47,6.4,5.27,3.19,3.77,2.13
8,2021,20201122,15,6,42,206,2,1381,1587,0.125,0.5571428571428572,0.0,0.0,1.667,0.333,3.2,6.87,0.83,1.17,1.33,1.17,10.67,13.2,3.53,6.73,4.39,3.64,1.84
9,2021,20201122,15,6,140,209,1,1435,1380,0.4,0.2222222222222222,0.0,0.0,1.778,1.222,5.67,2.27,0.56,0.33,0.44,0.78,9.53,8.6,4.0,2.07,1.95,3.05,4.34
4,2021,20201122,16,6,9,135,2,1458,1548,0.21428571428571427,0.3794642857142857,3.0,0.0,1.429,1.0,3.4,5.13,1.86,1.71,1.0,1.14,11.33,15.2,4.87,4.47,4.98,4.09,1.65
2,2021,20201122,16,6,122,11,1,1484,1576,0.24107142857142855,0.3333333333333333,0.0,0.0,0.667,1.0,0.4,2.8,2.33,2.17,1.5,0.83,10.8,9.67,3.87,2.67,3.13,3.7,2.21
0,2021,20201122,17,6,80,228,2,1484,1524,0.2888888888888889,0.3214285714285714,1.0,2.0,0.5,0.8,1.73,6.0,1.25,2.0,1.4,2.4,8.67,10.6,3.2,6.8,2.72,3.35,2.62
8,2021,20201122,17,6,92,231,2,1466,1463,0.625,0.2222222222222222,3.0,0.0,1.833,1.833,2.27,3.4,1.5,0.5,1.0,1.67,7.0,8.07,2.33,2.73,2.14,3.11,3.82
9,2021,20201122,17,6,220,131,2,1429,1419,0.5555555555555555,0.3333333333333333,0.0,0.0,1.222,1.25,2.47,6.4,1.33,0.22,0.38,0.75,10.67,8.67,2.67,1.47,1.93,3.02,4.47
6,2021,20201122,17,6,227,89,0,1460,1430,0.3611111111111111,0.125,0.667,1.667,1.0,1.6,2.4,0.8,1.0,1.25,1.4,1.4,5.33,7.47,2.47,4.33,1.83,3.71,4.28
2,2021,20201122,19,6,129,124,0,1713,1566,0.6666666666666666,0.4642857142857143,3.0,0.0,1.6,1.0,2.47,5.2,2.8,2.0,2.17,1.0,15.87,9.67,5.93,4.53,1.9,3.92,3.82
6,2021,20201122,19,6,155,146,2,1666,1642,0.14285714285714285,0.5,1.0,1.0,2.25,0.2,5.0,5.0,1.0,1.5,1.2,1.8,13.4,13.0,7.33,5.93,2.31,3.54,3.02
8,2021,20201122,20,6,1,229,1,1382,1455,0.1111111111111111,0.3333333333333333,1.667,0.667,0.8,1.667,2.2,3.67,0.8,1.0,1.5,2.33,8.2,8.73,2.33,3.73,2.67,3.14,2.8
4,2021,20201122,20,6,128,132,0,1566,1438,0.5,0.375,0.0,0.0,1.714,2.167,2.53,1.87,1.57,1.14,1.83,1.5,17.27,13.13,6.4,3.2,1.59,3.91,5.97
9,2021,20201122,20,6,179,249,0,1494,1336,0.22857142857142856,0.0,3.0,0.0,1.444,1.875,2.4,0.6,0.67,1.33,0.75,0.88,10.67,8.8,3.53,3.0,2.52,2.89,3.01
7,2021,20201122,20,6,189,177,2,1385,1495,0.19999999999999998,0.16666666666666666,0.0,0.0,1.0,1.667,0.8,2.07,1.4,0.6,1.0,2.0,13.33,15.8,4.73,4.67,2.11,3.18,3.52
5,2021,20201201,18,1,6,69,0,1501,1483,0.38333333333333336,0.3444444444444444,0.0,0.0,1.0,1.0,1.6,3.8,0.88,0.62,0.83,0.83,11.53,8.93,3.33,2.87,2.04,3.04,3.99
5,2021,20201201,18,1,50,192,0,1513,1466,0.17777777777777778,0.39999999999999997,0.0,0.0,0.429,2.0,1.73,1.07,1.0,1.86,1.14,1.0,10.6,13.67,3.73,3.4,2.83,2.88,2.7
5,2021,20201201,18,1,52,93,2,1483,1527,0.12698412698412698,0.29166666666666663,0.333,2.333,1.571,0.857,4.07,5.8,0.86,0.86,0.71,1.29,13.33,13.27,5.73,3.47,3.46,3.14,2.16
9,2021,20201201,18,1,87,139,2,1458,1451,0.30666666666666664,0.40277777777777773,1.0,1.0,1.6,1.4,3.13,2.07,1.0,1.2,1.1,1.1,10.8,9.27,3.47,2.73,1.85,3.1,4.89
5,2021,20201201,18,1,95,226,2,1512,1532,0.17857142857142858,0.2333333333333333,0.0,3.0,1.167,1.0,3.6,3.6,0.67,0.83,0.8,1.2,9.53,14.07,3.67,4.0,2.75,2.93,2.73
5,2021,20201201,18,1,118,18,1,1483,1488,0.2333333333333333,0.21428571428571427,3.0,0.0,0.667,1.286,0.4,5.8,1.33,1.33,1.29,1.57,8.33,13.2,2.73,5.93,3.04,3.11,2.39
5,2021,20201201,18,1,153,224,2,1456,1523,0.2857142857142857,0.2791666666666667,0.0,0.0,1.167,1.25,3.0,2.87,1.17,0.83,1.25,0.75,12.33,10.4,4.73,4.27,2.65,2.91,2.86
5,2021,20201201,18,1,159,56,0,1513,1483,0.28174603174603174,0.2888888888888889,0.0,0.0,2.143,0.571,3.4,3.53,1.43,1.14,0.86,0.71,14.87,15.0,5.33,5.6,3.73,3.08,2.09
5,2021,20201201,18,1,170,205,1,1547,1437,0.3,0.20833333333333331,1.0,1.0,2.143,1.286,3.8,1.07,0.71,1.57,1.57,1.43,10.87,12.93,3.0,4.07,2.27,2.95,3.45
5,2021,20201201,18,1,173,43,0,1473,1493,0.3333333333333333,0.26041666666666663,0.0,0.0,0.571,0.714,2.2,5.67,1.0,1.0,0.86,1.0,9.0,8.53,2.87,2.53,3.01,2.86,2.58
5,2021,20201201,18,1,230,0,1,1491,1495,0.2708333333333333,0.3333333333333333,0.0,0.0,1.571,2.4,3.4,3.0,1.71,0.86,0.8,1.4,9.6,9.73,3.47,1.8,2.89,2.88,2.66
3,2021,20201201,19,1,27,21,2,1454,1483,0.22916666666666663,0.3371428571428571,1.0,2.0,0.75,1.75,1.0,5.27,0.62,0.88,1.0,1.62,11.2,12.53,2.67,3.87,2.55,3.09,2.96
3,2021,20201201,19,1,33,181,2,1470,1504,0.6333333333333333,0.5009523809523809,0.0,0.0,1.875,1.25,5.27,4.8,1.5,1.5,1.75,0.88,14.73,8.67,5.67,2.8,1.64,3.83,5.44
3,2021,20201201,19,1,45,103,0,1525,1474,0.16666666666666666,0.6041666666666666,1.0,2.0,1.5,1.75,2.6,1.47,0.62,1.0,1.25,1.5,14.6,11.27,5.73,2.87,1.9,3.47,4.17
3,2021,20201201,19,1,65,60,1,1472,1496,0.0,0.2648809523809524,0.0,0.0,0.375,2.125,0.0,1.2,0.5,1.0,1.25,1.75,10.33,10.33,2.6,3.27,2.28,3.24,3.28
3,2021,20201201,19,1,182,39,2,1508,1464,0.5,0.5577777777777777,1.0,2.0,1.125,0.5,2.27,6.27,1.25,1.0,1.38,0.88,11.6,8.53,2.8,2.47,2.3,3.34,3.13
9,2021,20201201,20,1,91,148,0,1583,1469,0.16666666666666666,0.13571428571428573,0.667,1.667,1.333,1.5,3.67,4.2,0.89,0.89,0.6,1.1,9.47,11.87,3.53,5.13,2.55,2.87,3.04
3,2021,20201201,20,1,194,35,2,1485,1545,0.26666666666666666,0.13333333333333333,0.0,0.0,1.0,1.125,2.2,2.87,0.75,1.0,0.88,1.25,10.67,10.53,3.53,2.87,4.55,3.71,1.77
7,2021,20201202,17,2,152,235,1,1489,1506,0.3333333333333333,0.3333333333333333,0.0,0.0,1.5,0.667,3.43,3.83,1.0,0.5,1.0,0.67,14.79,14.42,4.64,3.67,1.59,3.67,5.93
9,2021,20201202,18,2,46,77,2,1490,1477,0.4444444444444444,0.4142857142857143,0.0,0.0,1.0,0.8,0.27,2.67,1.11,1.0,0.8,1.1,10.0,9.6,3.27,4.27,3.83,3.1,2.06
9,2021,20201202,18,2,123,232,0,1518,1458,0.2,0.24,0.0,0.0,1.9,1.1,6.2,3.73,0.9,0.5,0.5,1.2,8.13,10.4,2.27,3.2,2.34,2.88,3.37
9,2021,20201202,18,2,131,179,2,1508,1492,0.5,0.3125,0.0,0.0,1.778,1.3,6.87,4.27,0.67,0.44,1.3,0.8,6.73,9.73,1.93,3.13,2.33,2.94,3.32
3,2021,20201202,19,2,28,147,0,1454,1500,0.12916666666666665,0.3444444444444444,3.0,0.0,1.125,0.875,3.4,2.87,1.88,0.75,0.62,0.75,13.67,10.47,5.67,1.87,2.03,3.41,3.69
3,2021,20201202,19,2,134,160,0,1483,1450,0.28809523809523807,0.32857142857142857,0.0,0.0,1.75,0.625,2.87,6.2,1.0,0.88,0.88,0.62,10.73,19.47,3.8,4.4,3.21,3.5,2.18
3,2021,20201202,19,2,145,219,0,1447,1520,0.15873015873015872,0.3833333333333333,1.0,2.0,1.25,1.125,1.73,3.6,0.5,0.5,0.75,0.88,10.27,13.27,2.33,4.47,2.53,3.12,2.93
3,2021,20201202,19,2,161,239,1,1566,1456,0.2633333333333333,0.3333333333333333,0.0,0.0,1.25,0.625,3.6,5.0,1.25,0.88,0.88,1.5,13.53,10.8,3.93,3.53,3.04,3.25,2.39
3,2021,20201202,19,2,204,185,1,1462,1512,0.26666666666666666,0.35555555555555557,0.0,3.0,1.5,1.25,2.07,0.67,0.5,0.75,1.25,1.0,9.4,11.6,2.87,4.2,2.55,3.08,2.95
3,2021,20201202,19,2,248,214,2,1491,1514,0.1111111111111111,0.5833333333333333,0.0,0.0,0.5,1.125,2.2,5.4,1.5,0.62,1.88,1.25,11.4,9.93,3.2,4.33,4.04,3.49,1.92
9,2021,20201202,20,2,47,249,0,1499,1447,0.41666666666666663,0.125,0.0,0.0,1.0,2.0,2.0,0.27,1.5,0.8,0.78,1.0,8.07,7.2,2.73,2.8,2.76,2.85,2.79
9,2021,20201202,20,2,133,115,1,1425,1539,0.3,0.14583333333333331,2.0,1.0,1.5,1.0,2.8,3.2,1.4,0.5,0.78,1.67,7.27,8.93,3.33,3.0,2.69,2.84,2.88
9,2021,20201203,18,3,5,140,2,1459,1464,0.16666666666666666,0.13333333333333333,0.0,0.0,1.375,0.8,6.47,4.47,0.88,0.75,0.3,0.5,11.27,9.8,4.67,3.67,2.66,2.93,2.81
9,2021,20201203,18,3,167,3,1,1514,1443,0.27999999999999997,0.0,0.0,3.0,1.556,1.889,4.4,3.0,1.11,0.56,0.44,0.67,9.4,10.2,4.33,2.27,2.21,2.87,3.7
9,2021,20201203,18,3,220,195,2,1495,1542,0.41666666666666663,0.3666666666666667,0.0,0.0,1.1,2.333,1.4,3.2,1.2,0.3,1.33,1.22,11.8,8.8,3.07,3.4,1.72,3.44,5.06
9,2021,20201203,20,3,209,2,1,1541,1469,0.3,0.0,1.667,0.667,1.5,1.875,2.27,1.67,0.7,0.4,0.38,1.12,10.27,9.27,1.67,2.87,1.83,3.08,4.96
3,2021,20201204,17,4,21,33,2,1419,1462,0.4666666666666666,0.22904761904761903,0.0,0.0,1.222,1.0,6.27,3.27,1.56,1.11,1.67,1.56,12.27,15.0,3.4,5.4,3.5,3.33,2.14
1,2021,20201204,17,4,84,64,0,1502,1449,0.40476190476190477,0.3234126984126984,0.0,0.0,1.0,1.8,4.07,1.8,1.6,1.0,2.6,2.2,9.4,10.47,4.0,4.0,2.46,3.25,2.88
1,2021,20201204,17,4,102,30,0,1445,1479,0.3208333333333333,0.4444444444444444,0.0,0.0,2.2,1.333,3.67,4.27,1.2,1.2,1.83,1.17,9.6,12.53,3.93,4.8,2.5,3.4,2.72
0,2021,20201204,19,4,100,228,0,1480,1502,0.2888888888888889,0.43650793650793646,3.0,0.0,1.167,0.667,2.4,6.6,1.33,3.0,1.5,2.17,12.53,10.13,4.47,5.73,2.6,3.36,2.76
7,2021,20201204,20,4,12,175,2,1417,1519,0.19444444444444442,0.20833333333333331,2.0,1.0,1.0,2.5,3.2,2.0,1.0,1.0,0.83,2.67,13.87,7.13,4.13,2.67,2.65,3.02,2.76
8,2021,20201204,20,4,15,49,2,1500,1514,0.2,0.11309523809523808,1.667,0.667,0.6,2.125,2.0,0.67,1.4,0.4,1.62,1.25,13.33,11.47,2.67,5.2,2.08,3.3,3.84
4,2021,20201204,20,4,158,143,2,1399,1551,0.11805555555555555,0.8333333333333334,3.0,0.0,1.0,0.833,3.2,5.6,0.43,2.29,1.17,0.83,9.33,5.07,3.47,2.0,5.08,3.79,1.7
1,2021,20201205,12,5,34,213,0,1458,1514,0.26785714285714285,0.16666666666666666,0.0,0.0,0.8,2.2,1.87,0.47,2.2,1.4,1.4,1.4,10.4,16.87,4.47,4.07,2.87,3.47,2.34
2,2021,20201205,12,5,41,78,1,1409,1471,0.0,0.30952380952380953,3.0,0.0,0.5,1.0,1.87,3.4,1.75,0.75,2.0,2.29,8.8,10.07,3.2,4.47,4.02,3.5,1.97
