Div,Season,Date,Time,DayOTW,Team_ID,Opp_ID,FTR,team_elo,opp_elo,team_xg,opp_xg,team_hist_vs,opp_hist_vs,team_points,opp_points,team_form,opp_form,team_avg_goals_for,team_avg_goals_against,opp_avg_goals_for,opp_avg_goals_against,team_shots,opp_shots,team_shots_target,opp_shots_target,AvgH,AvgD,AvgA
1,1920,20190802,17,4,30,26,1,1512,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.44,2.48
1,1920,20190802,17,4,198,166,2,1468,1486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,3.34,3.73
5,1920,20190802,19,4,18,119,0,1518,1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,3.37,4.59
5,1920,20190802,19,4,52,192,1,1482,1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,2.92,2.62
5,1920,20190802,19,4,93,0,2,1489,1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,3.08,3.63
5,1920,20190802,19,4,118,159,1,1470,1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,3.38,5.19
3,1920,20190802,19,4,134,145,1,1463,1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,3.28,3.19
5,1920,20190802,19,4,164,50,2,1468,1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,3.04,3.7
5,1920,20190802,19,4,170,205,1,1528,1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,2.8,4.04
1,1920,20190802,19,4,213,94,2,1483,1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,3.34,3.49
5,1920,20190802,19,4,226,56,2,1529,1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,3.01,3.02
5,1920,20190802,19,4,230,153,1,1472,1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,3.02,2.74
1,1920,20190803,12,5,113,68,0,1474,1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,3.39,3.43
1,1920,20190803,14,5,97,187,1,1529,1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,3.5,3.69
3,1920,20190803,15,5,21,88,0,1466,1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.45,2.17
3,1920,20190803,15,5,28,51,2,1413,1482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.64,4.48
3,1920,20190803,15,5,35,27,2,1505,1450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,3.75,4.92
5,1920,20190803,15,5,125,95,0,1589,1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.01,3.54
3,1920,20190803,15,5,147,181,0,1513,1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,3.17,2.84
3,1920,20190803,15,5,185,204,2,1493,1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,3.19,2.86
3,1920,20190803,15,5,214,182,2,1438,1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.51,4.69
3,1920,20190803,15,5,219,105,0,1530,1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,3.45,3.7
3,1920,20190803,15,5,244,45,0,1525,1480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,3.19,2.46
3,1920,20190803,17,5,161,242,2,1513,1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,3.29,2.97
1,1920,20190804,12,6,99,216,1,1491,1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,3.4,2.09
1,1920,20190804,14,6,64,102,0,1443,1405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3.46,2.71
1,1920,20190804,14,6,76,240,0,1499,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3.24,3.34
3,1920,20190804,16,6,39,122,2,1427,1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,3.32,2.36
5,1920,20190805,19,0,43,132,2,1456,1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,2.92,3.36
3,1920,20190805,19,0,103,65,2,1439,1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3.34,3.35
1,1920,20190805,19,0,163,96,2,1435,1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,3.25,2.75
5,1920,20190809,19,4,0,43,2,1486,1473,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,11.0,7.0,5.0,4.0,2.56,2.91,2.97
5,1920,20190809,19,4,50,93,1,1447,1483,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,9.0,7.0,2.0,0.0,2.54,2.86,3.06
5,1920,20190809,19,4,95,164,0,1504,1379,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0,15.0,2.0,4.0,1.84,3.19,4.69
5,1920,20190809,19,4,119,230,2,1452,1449,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,7.0,3.0,1.0,2.37,3.0,3.16
4,1920,20190809,19,4,150,135,2,1636,1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,3.4,2.43
5,1920,20190809,19,4,153,132,1,1437,1437,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,19.0,6.0,8.0,2.0,3.07,3.01,2.41
5,1920,20190809,19,4,159,52,0,1385,1409,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,10.0,2.0,2.0,2.15,2.97,3.72
5,1920,20190809,19,4,192,170,0,1396,1520,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,9.0,0.0,2.0,2.59,2.75,3.11
5,1920,20190809,19,4,205,18,0,1516,1564,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,6.0,20.0,1.0,6.0,2.92,2.99,2.54
5,1920,20190809,19,4,226,118,2,1480,1493,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,10.0,14.0,3.0,4.0,2.26,2.99,3.4
2,1920,20190809,20,4,129,160,0,1603,1405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,8.75,19.83
3,1920,20190810,12,5,122,161,1,1534,1461,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,3.0,2.0,1.0,18.0,15.0,4.0,4.0,1.5,4.18,6.67
2,1920,20190810,12,5,243,141,2,1462,1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.84,6.28,1.25
5,1920,20190810,14,5,56,125,1,1533,1605,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,7.0,14.0,5.0,6.0,2.39,2.9,3.23
3,1920,20190810,15,5,27,39,1,1392,1465,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,13.0,1.0,3.0,2.59,3.18,2.8
2,1920,20190810,15,5,33,203,1,1484,1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,3.53,3.83
2,1920,20190810,15,5,41,208,0,1504,1453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,3.22,2.78
3,1920,20190810,15,5,45,134,0,1509,1437,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,13.0,12.0,4.0,4.0,1.88,3.45,4.3
3,1920,20190810,15,5,51,214,0,1408,1433,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,9.0,13.0,5.0,1.0,3.31,3.35,2.19
2,1920,20190810,15,5,63,78,1,1455,1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,3.27,2.4
3,1920,20190810,15,5,65,219,1,1413,1490,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,11.0,19.0,3.0,8.0,2.23,3.31,3.27
3,1920,20190810,15,5,88,28,0,1471,1419,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,15.0,14.0,4.0,2.0,1.76,3.86,4.41
3,1920,20190810,15,5,105,185,0,1430,1330,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,1.0,12.0,13.0,4.0,4.0,2.06,3.49,3.52
3,1920,20190810,15,5,145,35,2,1371,1526,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,17.0,15.0,8.0,3.0,2.4,3.32,2.94
3,1920,20190810,15,5,181,244,0,1531,1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,3.0,5.0,12.0,0.0,4.0,2.15,3.29,3.48
3,1920,20190810,15,5,182,103,1,1434,1406,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,5.0,14.0,3.0,2.0,2.67,3.23,2.68
3,1920,20190810,15,5,204,21,0,1446,1386,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,13.0,17.0,5.0,4.0,2.22,3.28,3.32
2,1920,20190810,15,5,239,38,2,1417,1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,3.41,4.26
3,1920,20190810,15,5,242,147,1,1456,1414,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,12.0,8.0,3.0,3.0,1.9,3.48,4.1
4,1920,20190810,16,5,143,190,2,1565,1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,3.71,5.67
2,1920,20190810,17,5,223,13,0,1620,1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,5.53,10.51
4,1920,20190810,19,5,9,32,0,1497,1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,3.14,3.24
4,1920,20190810,19,5,37,224,1,1434,1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,3.23,3.09
4,1920,20190810,19,5,66,212,2,1346,1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,3.34,2.11
4,1920,20190810,19,5,151,191,2,1439,1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.18,3.3
4,1920,20190810,19,5,157,6,0,1539,1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,2.98,3.87
2,1920,20190811,14,6,124,246,1,1541,1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,3.28,3.48
4,1920,20190811,14,6,128,154,0,1559,1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,3.19,4.43
2,1920,20190811,14,6,156,11,2,1557,1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,3.82,1.79
2,1920,20190811,16,6,142,53,0,1614,1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3.32,3.49
4,1920,20190811,16,6,215,144,1,1483,1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,3.23,3.9
4,1920,20190811,20,6,171,158,0,1698,1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,9.77,23.32
1,1920,20190816,17,4,96,30,0,1509,1417,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,4.0,3.0,3.0,15.0,19.0,8.0,8.0,1.48,4.36,6.36
1,1920,20190816,17,4,198,163,0,1414,1391,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,9.0,4.0,0.0,2.64,3.14,2.73
0,1920,20190816,19,4,23,100,1,1664,1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,7.55,15.04
5,1920,20190816,19,4,43,50,1,1406,1393,0.25,0.5,0.0,0.0,1.5,0.5,3.0,2.33,1.0,2.0,0.5,0.0,6.44,6.78,4.0,1.44,2.7,2.85,2.89
5,1920,20190816,19,4,52,0,2,1338,1455,0.0,0.2,0.0,0.0,0.5,1.5,0.44,1.33,1.5,0.0,1.5,0.5,8.89,17.67,0.89,6.11,3.12,2.87,2.5
5,1920,20190816,19,4,93,226,1,1447,1392,0.0,0.0,0.0,0.0,0.5,3.0,1.0,0.0,0.0,0.5,2.0,1.0,7.0,12.78,1.11,4.11,2.64,2.88,2.92
3,1920,20190816,19,4,103,88,2,1279,1469,0.5,0.0,0.0,0.0,0.5,1.5,1.0,3.0,1.0,1.5,0.0,1.5,9.56,13.33,3.11,2.89,3.25,3.29,2.28
5,1920,20190816,19,4,132,205,0,1508,1418,0.0,1.0,0.0,0.0,2.0,0.5,2.33,3.44,1.0,1.5,0.5,1.0,7.67,7.11,2.0,2.11,1.65,3.38,6.03
4,1920,20190816,19,4,135,9,0,1559,1339,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,3.0,13.0,14.0,3.0,4.0,1.5,4.45,6.4
5,1920,20190816,19,4,153,119,0,1416,1417,0.5,0.0,0.0,0.0,1.0,3.0,1.44,0.0,1.0,1.0,1.0,1.5,12.33,14.33,4.67,5.22,1.93,3.23,4.17
5,1920,20190816,19,4,164,56,2,1336,1543,0.0,0.4,0.0,0.0,0.0,0.5,0.0,2.33,0.5,0.5,1.5,1.0,11.11,9.22,4.0,4.44,3.23,2.93,2.4
5,1920,20190816,19,4,170,159,2,1496,1326,0.5,0.5,0.0,0.0,0.5,0.5,0.44,3.44,1.5,1.0,0.5,2.0,7.89,13.0,2.56,7.0,2.06,2.91,4.22
5,1920,20190816,19,4,230,192,0,1370,1425,1.0,0.0,0.0,0.0,2.0,0.5,3.44,3.44,1.0,1.5,0.5,1.0,9.78,8.89,3.22,2.78,2.92,3.02,2.54
8,1920,20190816,20,4,15,19,0,1483,1636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,3.81,1.71
2,1920,20190817,12,5,11,41,0,1567,1448,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,8.0,10.0,2.0,4.0,1.33,5.49,9.48
1,1920,20190817,12,5,26,76,0,1432,1350,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,15.0,11.0,7.0,6.0,1.7,3.78,4.75
1,1920,20190817,12,5,216,213,0,1561,1513,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,23.0,15.0,10.0,5.0,1.48,4.39,6.25
1,1920,20190817,12,5,240,97,2,1373,1489,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,23.0,21.0,7.0,6.0,2.91,3.34,2.37
0,1920,20190817,14,5,67,17,0,1666,1413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,6.62,13.38
0,1920,20190817,14,5,85,138,0,1533,1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.37,3.36
5,1920,20190817,14,5,125,118,2,1532,1476,0.3333333333333333,0.4,0.0,0.0,2.0,0.5,2.33,3.44,1.5,0.5,1.5,1.0,13.44,12.33,6.0,4.56,1.99,3.07,4.14
0,1920,20190817,14,5,127,168,0,1585,1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,5.97,10.27
0,1920,20190817,14,5,241,84,2,1402,1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3.93,4.57
0,1920,20190817,14,5,245,80,0,1504,1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,3.74,3.91
2,1920,20190817,15,5,13,33,2,1474,1560,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,7.0,13.0,4.0,3.0,2.33,3.49,3.08
3,1920,20190817,15,5,21,51,1,1448,1366,0.25,0.4,0.0,0.0,1.5,0.0,1.33,4.33,1.5,0.0,1.5,2.0,13.67,6.78,3.44,3.89,2.01,3.46,3.74
3,1920,20190817,15,5,28,145,0,1466,1457,0.5,0.375,0.0,0.0,0.0,2.0,0.0,0.44,1.5,1.0,2.0,1.5,11.22,15.33,0.89,6.33,2.43,3.22,3.01
3,1920,20190817,15,5,35,105,1,1483,1380,0.0,0.25,0.0,0.0,1.5,1.5,3.0,3.0,0.0,1.0,1.0,2.0,11.67,13.11,2.44,4.56,1.68,3.97,4.86
2,1920,20190817,15,5,38,243,1,1529,1459,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,0.0,5.0,5.0,3.0,3.0,2.52,3.33,2.9
3,1920,20190817,15,5,39,182,0,1386,1356,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5,0.5,1.0,2.33,1.0,2.0,1.5,1.0,10.22,11.67,4.11,4.11,2.07,3.33,3.73
2,1920,20190817,15,5,78,239,0,1472,1479,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,10.0,11.0,3.0,3.0,1.73,3.9,4.86
3,1920,20190817,15,5,134,242,2,1423,1482,0.75,0.6666666666666666,0.0,0.0,0.5,0.5,0.44,2.33,2.5,2.0,1.5,1.0,9.78,10.89,2.89,3.56,2.69,3.38,2.6
3,1920,20190817,15,5,147,204,0,1418,1346,0.3333333333333333,0.6,0.0,0.0,2.0,0.0,2.33,4.33,1.0,0.5,1.5,1.5,8.56,14.67,2.44,6.11,2.55,3.07,2.97
2,1920,20190817,15,5,160,156,0,1533,1498,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,12.0,9.0,5.0,2.0,2.23,3.38,3.38
3,1920,20190817,15,5,161,27,0,1396,1371,0.25,1.0,0.0,0.0,0.5,0.5,1.0,2.33,1.0,1.5,1.0,0.5,10.0,7.11,2.33,2.11,2.02,3.28,3.92
2,1920,20190817,15,5,208,129,2,1455,1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,4.0,11.0,15.0,3.0,7.0,6.77,4.67,1.47
3,1920,20190817,15,5,214,65,1,1341,1361,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,2.33,2.0,1.5,1.0,0.5,12.44,14.33,2.11,3.0,2.29,3.16,3.34
3,1920,20190817,15,5,219,181,0,1431,1353,0.25,0.0,0.0,0.0,2.0,1.5,2.33,3.0,1.0,0.5,0.0,2.0,15.67,11.11,5.22,2.78,2.29,3.32,3.18
3,1920,20190817,15,5,244,122,2,1377,1498,0.75,0.75,0.0,0.0,1.5,0.5,1.33,2.33,3.0,1.0,2.0,1.0,11.44,15.78,5.11,4.0,4.29,3.56,1.86
8,1920,20190817,16,5,49,186,2,1435,1781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,4.12,1.69
4,1920,20190817,16,5,154,143,1,1477,1606,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,13.0,10.0,3.0,2.0,2.58,3.16,2.88
9,1920,20190817,17,5,133,79,1,1363,1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3.09,2.95
0,1920,20190817,17,5,136,201,1,1484,1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,3.49,3.6
2,1920,20190817,17,5,141,223,1,1686,1555,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,5.0,1.0,3.0,14.0,31.0,9.0,7.0,1.36,5.32,8.46
9,1920,20190817,17,5,199,139,2,1390,1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,2.88,2.68
9,1920,20190817,18,5,5,2,0,1442,1414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,3.03,3.18
8,1920,20190817,18,5,229,206,1,1544,1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,3.8,5.29
4,1920,20190817,19,5,6,128,0,1388,1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,8.0,13.0,2.0,3.0,3.25,3.09,2.38
4,1920,20190817,19,5,32,151,1,1428,1433,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,8.0,24.0,3.0,5.0,2.7,2.98,2.9
9,1920,20190817,19,5,72,87,2,1397,1402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3.1,4.15
8,1920,20190817,19,5,140,70,0,1481,1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,3.09,2.62
4,1920,20190817,19,5,144,150,0,1503,1549,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,7.0,7.0,3.0,1.0,2.98,3.1,2.55
4,1920,20190817,19,5,158,157,2,1352,1490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,5.0,17.0,1.0,6.0,2.16,3.33,3.46
4,1920,20190817,19,5,224,66,0,1543,1375,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,13.0,15.0,3.0,7.0,2.0,3.42,3.87
8,1920,20190817,20,5,123,165,2,1452,1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,3.18,4.02
9,1920,20190817,20,5,232,148,1,1471,1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3.89,6.7
8,1920,20190817,20,5,236,92,1,1540,1437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,3.95,5.8
9,1920,20190817,20,5,249,220,0,1445,1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,3.28,4.0
1,1920,20190818,12,6,68,99,0,1392,1476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0,15.0,15.0,5.0,5.0,2.7,3.31,2.54
1,1920,20190818,12,6,94,187,0,1443,1401,0.0,0.14285714285714285,0.0,0.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,9.0,5.0,7.0,2.55,3.32,2.69
1,1920,20190818,12,6,102,113,0,1534,1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,22.0,15.0,2.0,6.0,2.09,3.57,3.25
3,1920,20190818,12,6,185,45,0,1356,1346,0.25,0.5,0.0,0.0,0.0,1.5,0.0,3.0,1.5,2.0,1.5,2.5,13.0,14.67,4.0,4.0,3.41,3.29,2.19
0,1920,20190818,14,6,71,101,0,1505,1410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,3.65,2.92
