Div,Season,Date,Time,DayOTW,Team_ID,Opp_ID,FTR,team_elo,opp_elo,team_hist_vs,opp_hist_vs,team_points,opp_points,team_form,opp_form,team_shots,opp_shots,team_shots_target,opp_shots_target,AvgH,AvgD,AvgA
4,2122,20210911,20,5,32,216,0,1571,1484,0.0,0.0,5,1,3.83,5.0,10.08,10.5,3.92,3.67,1.74,3.62,5.17
2,2122,20210911,20,5,229,220,2,1677,1616,0.0,0.0,4,1,3.14,4.33,9.79,16.5,3.07,4.5,2.06,3.61,3.52
3,2122,20210912,11,6,296,178,1,1340,1659,0.0,0.0,1,0,1.0,4.33,12.11,15.89,3.0,8.0,5.04,4.07,1.66
2,2122,20210912,12,6,230,315,0,1440,1431,0.0,0.0,4,6,2.29,1.14,15.64,12.21,5.43,5.0,2.59,3.47,2.67
4,2122,20210912,13,6,124,33,2,1413,1571,0.0,0.0,2,1,0.83,3.5,10.5,15.92,3.0,4.42,4.26,3.38,1.95
2,2122,20210912,14,6,57,202,2,1390,1565,0.0,0.0,2,3,1.0,3.43,11.79,14.21,4.14,6.14,3.19,3.45,2.25
2,2122,20210912,14,6,64,18,1,1416,1427,0.0,0.0,2,1,0.5,5.14,11.07,11.5,4.86,3.86,2.64,3.38,2.68
3,2122,20210912,14,6,75,150,2,1431,1394,0.0,0.0,1,6,0.44,0.0,10.44,8.78,5.56,3.89,2.11,3.43,3.59
0,2122,20210912,14,6,118,327,1,1471,1507,0.0,0.0,2,6,1.58,0.75,14.67,18.25,3.67,8.33,2.05,3.76,3.44
2,2122,20210912,14,6,222,340,2,1401,1409,0.0,0.0,3,10,1.79,0.64,11.0,10.57,4.36,4.0,2.28,3.3,3.25
2,2122,20210912,14,6,287,286,2,1441,1491,0.0,0.0,5,6,2.43,1.14,9.21,12.14,2.86,4.21,1.67,3.65,5.7
3,2122,20210912,14,6,314,341,2,1427,1547,0.0,0.0,1,1,0.44,3.44,8.56,14.89,3.78,8.22,3.12,3.45,2.31
3,2122,20210912,14,6,335,294,0,1486,1344,0.0,0.0,0,6,0.0,0.0,10.67,5.78,4.11,1.78,1.6,4.08,5.79
4,2122,20210912,15,6,249,343,2,1493,1481,0.0,0.0,5,1,3.83,4.33,14.33,10.75,4.25,4.5,2.47,3.14,3.11
0,2122,20210912,16,6,53,172,2,1469,1413,0.0,0.0,3,9,1.75,0.0,8.92,10.08,2.33,3.83,2.78,3.35,2.58
1,2122,20210912,16,6,199,208,2,1391,1611,0.0,0.0,2,1,1.58,3.5,13.17,23.75,2.92,7.92,4.34,4.05,1.78
2,2122,20210912,16,6,236,240,2,1451,1529,0.0,0.0,4,1,1.21,5.0,10.64,11.25,3.71,4.92,3.31,3.33,2.25
